county,last_updated,cases,deaths,recovered,state,source
New York,2020-03-26T19:54:00Z,21873,281,0,New York,csbs
Westchester,2020-03-26T19:54:00Z,5944,1,0,New York,csbs
Nassau,2020-03-26T19:54:00Z,3914,17,0,New York,csbs
Suffolk,2020-03-26T19:54:00Z,2735,22,0,New York,csbs
Rockland,2020-03-26T19:54:00Z,1197,5,0,New York,csbs
Orange,2020-03-26T19:54:00Z,751,1,0,New York,csbs
Erie,2020-03-26T19:54:00Z,206,2,0,New York,csbs
Dutchess,2020-03-26T19:54:00Z,190,1,0,New York,csbs
Albany,2020-03-26T19:54:00Z,171,0,0,New York,csbs
Monroe,2020-03-26T19:54:00Z,148,4,0,New York,csbs
Onondaga,2020-03-26T19:54:00Z,111,1,0,New York,csbs
Putnam,2020-03-26T19:54:00Z,94,0,0,New York,csbs
Ulster,2020-03-26T19:54:00Z,78,0,0,New York,csbs
Saratoga,2020-03-26T19:54:00Z,73,0,0,New York,csbs
Schenectady,2020-03-26T19:54:00Z,62,1,0,New York,csbs
Sullivan,2020-03-26T19:54:00Z,53,0,0,New York,csbs
Rensselaer,2020-03-26T19:54:00Z,44,0,0,New York,csbs
Tompkins,2020-03-26T19:54:00Z,32,0,0,New York,csbs
Columbia,2020-03-26T19:54:00Z,24,0,0,New York,csbs
Broome,2020-03-26T19:54:00Z,16,2,0,New York,csbs
Niagara,2020-03-26T19:54:00Z,14,0,0,New York,csbs
Oneida,2020-03-26T19:54:00Z,13,0,0,New York,csbs
Ontario,2020-03-26T19:54:00Z,11,0,0,New York,csbs
Clinton,2020-03-26T19:54:00Z,11,0,0,New York,csbs
Steuben,2020-03-26T19:54:00Z,11,0,0,New York,csbs
Madison,2020-03-26T19:54:00Z,9,1,0,New York,csbs
Wayne,2020-03-26T19:54:00Z,8,0,0,New York,csbs
Delaware,2020-03-26T19:54:00Z,7,0,0,New York,csbs
Herkimer,2020-03-26T19:54:00Z,7,0,0,New York,csbs
Wyoming,2020-03-26T19:54:00Z,7,1,0,New York,csbs
Chemung,2020-03-26T19:54:00Z,7,0,0,New York,csbs
Greene,2020-03-26T19:54:00Z,5,0,0,New York,csbs
Montgomery,2020-03-26T19:54:00Z,5,0,0,New York,csbs
Essex,2020-03-26T19:54:00Z,5,0,0,New York,csbs
Genesee,2020-03-26T19:54:00Z,4,0,0,New York,csbs
Washington,2020-03-26T19:54:00Z,4,0,0,New York,csbs
Jefferson,2020-03-26T19:54:00Z,4,0,0,New York,csbs
Oswego,2020-03-26T19:54:00Z,4,0,0,New York,csbs
St. Lawrence,2020-03-26T19:54:00Z,4,0,0,New York,csbs
Chenango,2020-03-26T19:54:00Z,3,0,0,New York,csbs
Livingston,2020-03-26T19:54:00Z,3,0,0,New York,csbs
Cortland,2020-03-26T19:54:00Z,3,0,0,New York,csbs
Otsego,2020-03-26T19:54:00Z,3,0,0,New York,csbs
Tioga,2020-03-26T19:54:00Z,2,0,0,New York,csbs
Allegany,2020-03-26T19:54:00Z,2,0,0,New York,csbs
Warren,2020-03-26T19:54:00Z,2,0,0,New York,csbs
Hamilton,2020-03-26T19:54:00Z,2,0,0,New York,csbs
Schoharie,2020-03-26T19:54:00Z,2,0,0,New York,csbs
Cayuga,2020-03-26T19:54:00Z,2,0,0,New York,csbs
Chautauqua,2020-03-26T19:54:00Z,2,0,0,New York,csbs
Orleans,2020-03-26T19:54:00Z,2,0,0,New York,csbs
Fulton,2020-03-26T19:54:00Z,1,0,0,New York,csbs
Franklin,2020-03-26T19:54:00Z,1,0,0,New York,csbs
Bergen,2020-03-26T19:54:00Z,1206,6,0,New Jersey,csbs
Essex,2020-03-26T19:54:00Z,609,4,0,New Jersey,csbs
Middlesex,2020-03-26T19:54:00Z,505,0,0,New Jersey,csbs
Monmouth,2020-03-26T19:54:00Z,501,3,0,New Jersey,csbs
Hudson,2020-03-26T19:54:00Z,441,1,0,New Jersey,csbs
Union,2020-03-26T19:54:00Z,432,0,0,New Jersey,csbs
Passaic,2020-03-26T19:54:00Z,399,0,0,New Jersey,csbs
Ocean,2020-03-26T19:54:00Z,389,1,0,New Jersey,csbs
Morris,2020-03-26T19:54:00Z,315,1,0,New Jersey,csbs
Somerset,2020-03-26T19:54:00Z,179,1,0,New Jersey,csbs
Mercer,2020-03-26T19:54:00Z,111,0,0,New Jersey,csbs
Camden,2020-03-26T19:54:00Z,73,1,0,New Jersey,csbs
Burlington,2020-03-26T19:54:00Z,64,0,0,New Jersey,csbs
Sussex,2020-03-26T19:54:00Z,49,0,0,New Jersey,csbs
Hunterdon,2020-03-26T19:54:00Z,39,0,0,New Jersey,csbs
Gloucester,2020-03-26T19:54:00Z,33,0,0,New Jersey,csbs
Warren,2020-03-26T19:54:00Z,31,0,0,New Jersey,csbs
Atlantic,2020-03-26T19:54:00Z,10,0,0,New Jersey,csbs
Cape May,2020-03-26T19:54:00Z,6,0,0,New Jersey,csbs
Cumberland,2020-03-26T19:54:00Z,4,0,0,New Jersey,csbs
Salem,2020-03-26T19:54:00Z,2,0,0,New Jersey,csbs
Los Angeles,2020-03-26T19:54:00Z,1230,21,0,California,csbs
Santa Clara,2020-03-26T19:54:00Z,542,19,0,California,csbs
San Diego,2020-03-26T19:54:00Z,293,3,0,California,csbs
Orange,2020-03-26T19:54:00Z,256,1,0,California,csbs
San Francisco,2020-03-26T19:54:00Z,223,2,0,California,csbs
San Mateo,2020-03-26T19:54:00Z,195,5,0,California,csbs
Alameda,2020-03-26T19:54:00Z,178,4,0,California,csbs
Contra Costa,2020-03-26T19:54:00Z,131,1,0,California,csbs
Sacramento,2020-03-26T19:54:00Z,113,5,0,California,csbs
Riverside,2020-03-26T19:54:00Z,107,8,0,California,csbs
San Joaquin,2020-03-26T19:54:00Z,78,3,0,California,csbs
Marin,2020-03-26T19:54:00Z,60,0,0,California,csbs
San Luis Obispo,2020-03-26T19:54:00Z,54,0,0,California,csbs
San Bernardino,2020-03-26T19:54:00Z,54,2,0,California,csbs
Ventura,2020-03-26T19:54:00Z,50,1,0,California,csbs
Sonoma,2020-03-26T19:54:00Z,37,1,0,California,csbs
Solano,2020-03-26T19:54:00Z,31,0,0,California,csbs
Placer,2020-03-26T19:54:00Z,30,1,0,California,csbs
Kern,2020-03-26T19:54:00Z,29,0,0,California,csbs
Santa Barbara,2020-03-26T19:54:00Z,26,0,0,California,csbs
Santa Cruz,2020-03-26T19:54:00Z,25,0,0,California,csbs
Monterey,2020-03-26T19:54:00Z,24,1,0,California,csbs
Fresno,2020-03-26T19:54:00Z,19,0,0,California,csbs
Tulare,2020-03-26T19:54:00Z,18,0,0,California,csbs
Stanislaus,2020-03-26T19:54:00Z,13,0,0,California,csbs
Yolo,2020-03-26T19:54:00Z,11,1,0,California,csbs
Humboldt,2020-03-26T19:54:00Z,10,0,0,California,csbs
San Benito,2020-03-26T19:54:00Z,9,1,0,California,csbs
Imperial,2020-03-26T19:54:00Z,9,0,0,California,csbs
Madera,2020-03-26T19:54:00Z,7,0,0,California,csbs
Nevada,2020-03-26T19:54:00Z,7,0,0,California,csbs
Napa,2020-03-26T19:54:00Z,6,0,0,California,csbs
Butte,2020-03-26T19:54:00Z,5,0,0,California,csbs
Mono,2020-03-26T19:54:00Z,4,0,0,California,csbs
Shasta,2020-03-26T19:54:00Z,3,1,0,California,csbs
Calaveras,2020-03-26T19:54:00Z,3,0,0,California,csbs
El Dorado,2020-03-26T19:54:00Z,3,0,0,California,csbs
Siskiyou,2020-03-26T19:54:00Z,3,0,0,California,csbs
Yuba,2020-03-26T19:54:00Z,3,0,0,California,csbs
Mendocino,2020-03-26T19:54:00Z,2,0,0,California,csbs
Amador,2020-03-26T19:54:00Z,2,0,0,California,csbs
Merced,2020-03-26T19:54:00Z,2,0,0,California,csbs
Inyo,2020-03-26T19:54:00Z,2,0,0,California,csbs
Sutter,2020-03-26T19:54:00Z,2,0,0,California,csbs
King,2020-03-26T19:54:00Z,1577,109,0,Washington,csbs
Snohomish,2020-03-26T19:54:00Z,778,18,0,Washington,csbs
Pierce,2020-03-26T19:54:00Z,186,4,0,Washington,csbs
Whatcom,2020-03-26T19:54:00Z,86,4,0,Washington,csbs
Skagit,2020-03-26T19:54:00Z,78,1,0,Washington,csbs
Spokane,2020-03-26T19:54:00Z,67,0,0,Washington,csbs
Island,2020-03-26T19:54:00Z,64,1,0,Washington,csbs
Yakima,2020-03-26T19:54:00Z,61,2,0,Washington,csbs
Clark,2020-03-26T19:54:00Z,48,5,0,Washington,csbs
Grant,2020-03-26T19:54:00Z,33,1,0,Washington,csbs
Kitsap,2020-03-26T19:54:00Z,33,0,0,Washington,csbs
Thurston,2020-03-26T19:54:00Z,24,0,0,Washington,csbs
Benton,2020-03-26T19:54:00Z,19,4,0,Washington,csbs
Jefferson,2020-03-26T19:54:00Z,11,0,0,Washington,csbs
Chelan,2020-03-26T19:54:00Z,10,1,0,Washington,csbs
Kittitas,2020-03-26T19:54:00Z,8,0,0,Washington,csbs
Cowlitz,2020-03-26T19:54:00Z,7,0,0,Washington,csbs
Klickitat,2020-03-26T19:54:00Z,7,0,0,Washington,csbs
Franklin,2020-03-26T19:54:00Z,7,0,0,Washington,csbs
Lewis,2020-03-26T19:54:00Z,5,0,0,Washington,csbs
Clallam,2020-03-26T19:54:00Z,5,0,0,Washington,csbs
Douglas,2020-03-26T19:54:00Z,5,0,0,Washington,csbs
Whitman,2020-03-26T19:54:00Z,3,0,0,Washington,csbs
Adams,2020-03-26T19:54:00Z,3,0,0,Washington,csbs
Mason,2020-03-26T19:54:00Z,2,0,0,Washington,csbs
Walla Walla,2020-03-26T19:54:00Z,2,0,0,Washington,csbs
Stevens,2020-03-26T19:54:00Z,2,0,0,Washington,csbs
San Juan,2020-03-26T19:54:00Z,2,0,0,Washington,csbs
Grays Harbor,2020-03-26T19:54:00Z,1,0,0,Washington,csbs
Columbia,2020-03-26T19:54:00Z,1,0,0,Washington,csbs
Lincoln,2020-03-26T19:54:00Z,1,0,0,Washington,csbs
Ferry,2020-03-26T19:54:00Z,1,0,0,Washington,csbs
Okanogan,2020-03-26T19:54:00Z,1,0,0,Washington,csbs
Wayne,2020-03-26T19:54:00Z,1389,26,0,Michigan,csbs
Oakland,2020-03-26T19:54:00Z,668,15,0,Michigan,csbs
Macomb,2020-03-26T19:54:00Z,347,11,0,Michigan,csbs
Washtenaw,2020-03-26T19:54:00Z,92,3,0,Michigan,csbs
Genesee,2020-03-26T19:54:00Z,63,2,0,Michigan,csbs
Kent,2020-03-26T19:54:00Z,41,1,0,Michigan,csbs
Ingham,2020-03-26T19:54:00Z,22,0,0,Michigan,csbs
Monroe,2020-03-26T19:54:00Z,21,0,0,Michigan,csbs
Livingston,2020-03-26T19:54:00Z,21,1,0,Michigan,csbs
Ottawa,2020-03-26T19:54:00Z,18,0,0,Michigan,csbs
Jackson,2020-03-26T19:54:00Z,17,0,0,Michigan,csbs
St. Clair,2020-03-26T19:54:00Z,13,0,0,Michigan,csbs
Other,2020-03-26T19:54:00Z,13,0,0,Michigan,csbs
Berrien,2020-03-26T19:54:00Z,11,0,0,Michigan,csbs
Saginaw,2020-03-26T19:54:00Z,10,0,0,Michigan,csbs
Kalamazoo,2020-03-26T19:54:00Z,10,0,0,Michigan,csbs
Otsego,2020-03-26T19:54:00Z,7,0,0,Michigan,csbs
Clinton,2020-03-26T19:54:00Z,7,0,0,Michigan,csbs
Out of State,2020-03-26T19:54:00Z,7,0,0,Michigan,csbs
Calhoun,2020-03-26T19:54:00Z,7,0,0,Michigan,csbs
Midland,2020-03-26T19:54:00Z,6,0,0,Michigan,csbs
Hillsdale,2020-03-26T19:54:00Z,5,0,0,Michigan,csbs
Lenawee,2020-03-26T19:54:00Z,5,0,0,Michigan,csbs
Bay,2020-03-26T19:54:00Z,4,0,0,Michigan,csbs
Charlevoix,2020-03-26T19:54:00Z,4,0,0,Michigan,csbs
Eaton,2020-03-26T19:54:00Z,4,0,0,Michigan,csbs
Montcalm,2020-03-26T19:54:00Z,3,0,0,Michigan,csbs
Grand Traverse,2020-03-26T19:54:00Z,3,0,0,Michigan,csbs
Muskegon,2020-03-26T19:54:00Z,3,0,0,Michigan,csbs
Lapeer,2020-03-26T19:54:00Z,3,0,0,Michigan,csbs
Isabella,2020-03-26T19:54:00Z,3,0,0,Michigan,csbs
Tuscola,2020-03-26T19:54:00Z,2,1,0,Michigan,csbs
Gladwin,2020-03-26T19:54:00Z,2,0,0,Michigan,csbs
Emmet,2020-03-26T19:54:00Z,2,0,0,Michigan,csbs
Kalkaska,2020-03-26T19:54:00Z,2,0,0,Michigan,csbs
Van Buren,2020-03-26T19:54:00Z,2,0,0,Michigan,csbs
Ionia,2020-03-26T19:54:00Z,2,0,0,Michigan,csbs
Leelanau,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Barry,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Wexford,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Clare,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Allegan,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Roscommon,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Chippewa,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Newaygo,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Manistee,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Marquette,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Iosco,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Sanilac,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Oceana,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Cass,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Mecosta,2020-03-26T19:54:00Z,1,1,0,Michigan,csbs
Missaukee,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Ogemaw,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Shiawassee,2020-03-26T19:54:00Z,1,0,0,Michigan,csbs
Cook,2020-03-26T19:54:00Z,1418,18,0,Illinois,csbs
Lake,2020-03-26T19:54:00Z,139,0,0,Illinois,csbs
DuPage,2020-03-26T19:54:00Z,131,1,0,Illinois,csbs
Will,2020-03-26T19:54:00Z,40,3,0,Illinois,csbs
Kane,2020-03-26T19:54:00Z,38,1,0,Illinois,csbs
McHenry,2020-03-26T19:54:00Z,19,1,0,Illinois,csbs
Champaign,2020-03-26T19:54:00Z,10,0,0,Illinois,csbs
McLean,2020-03-26T19:54:00Z,8,1,0,Illinois,csbs
St. Clair,2020-03-26T19:54:00Z,7,0,0,Illinois,csbs
Winnebago,2020-03-26T19:54:00Z,7,0,0,Illinois,csbs
Kendall,2020-03-26T19:54:00Z,6,0,0,Illinois,csbs
Kankakee,2020-03-26T19:54:00Z,6,0,0,Illinois,csbs
Sangamon,2020-03-26T19:54:00Z,5,1,0,Illinois,csbs
Clinton,2020-03-26T19:54:00Z,4,0,0,Illinois,csbs
Peoria,2020-03-26T19:54:00Z,4,0,0,Illinois,csbs
Woodford,2020-03-26T19:54:00Z,3,0,0,Illinois,csbs
Madison,2020-03-26T19:54:00Z,3,0,0,Illinois,csbs
LaSalle,2020-03-26T19:54:00Z,3,0,0,Illinois,csbs
Rock Island,2020-03-26T19:54:00Z,3,0,0,Illinois,csbs
Monroe,2020-03-26T19:54:00Z,2,0,0,Illinois,csbs
Cumberland,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Whiteside,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Jackson,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Washington,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Adams,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Christian,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
DeKalb,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Jo Daviess,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Stephenson,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Livingston,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Grundy,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Douglas,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Marshall,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Logan,2020-03-26T19:54:00Z,1,0,0,Illinois,csbs
Middlesex,2020-03-26T19:54:00Z,538,4,0,Massachusetts,csbs
Suffolk,2020-03-26T19:54:00Z,448,2,0,Massachusetts,csbs
Norfolk,2020-03-26T19:54:00Z,292,2,0,Massachusetts,csbs
Essex,2020-03-26T19:54:00Z,247,2,0,Massachusetts,csbs
Worcester,2020-03-26T19:54:00Z,166,3,0,Massachusetts,csbs
Plymouth,2020-03-26T19:54:00Z,138,0,0,Massachusetts,csbs
Bristol,2020-03-26T19:54:00Z,90,0,0,Massachusetts,csbs
Berkshire,2020-03-26T19:54:00Z,73,0,0,Massachusetts,csbs
Barnstable,2020-03-26T19:54:00Z,67,1,0,Massachusetts,csbs
Hampden,2020-03-26T19:54:00Z,55,1,0,Massachusetts,csbs
Hampshire,2020-03-26T19:54:00Z,17,0,0,Massachusetts,csbs
Franklin,2020-03-26T19:54:00Z,16,1,0,Massachusetts,csbs
Dukes and Nantucket,2020-03-26T19:54:00Z,3,0,0,Massachusetts,csbs
Miami-Dade,2020-03-26T19:54:00Z,616,0,0,Florida,csbs
Broward,2020-03-26T19:54:00Z,504,3,0,Florida,csbs
Palm Beach,2020-03-26T19:54:00Z,169,3,0,Florida,csbs
Hillsborough,2020-03-26T19:54:00Z,142,1,0,Florida,csbs
Orange,2020-03-26T19:54:00Z,110,4,0,Florida,csbs
Duval,2020-03-26T19:54:00Z,74,3,0,Florida,csbs
Collier,2020-03-26T19:54:00Z,65,0,0,Florida,csbs
Pinellas,2020-03-26T19:54:00Z,64,1,0,Florida,csbs
Lee,2020-03-26T19:54:00Z,56,3,0,Florida,csbs
Alachua,2020-03-26T19:54:00Z,49,0,0,Florida,csbs
Osceola,2020-03-26T19:54:00Z,42,0,0,Florida,csbs
Seminole,2020-03-26T19:54:00Z,37,0,0,Florida,csbs
Sarasota,2020-03-26T19:54:00Z,34,1,0,Florida,csbs
St. Johns,2020-03-26T19:54:00Z,33,1,0,Florida,csbs
Volusia,2020-03-26T19:54:00Z,29,0,0,Florida,csbs
Manatee,2020-03-26T19:54:00Z,26,1,0,Florida,csbs
Lake,2020-03-26T19:54:00Z,25,0,0,Florida,csbs
Sumter,2020-03-26T19:54:00Z,24,0,0,Florida,csbs
Okaloosa,2020-03-26T19:54:00Z,21,0,0,Florida,csbs
Pasco,2020-03-26T19:54:00Z,19,1,0,Florida,csbs
Clay,2020-03-26T19:54:00Z,19,4,0,Florida,csbs
Escambia,2020-03-26T19:54:00Z,19,0,0,Florida,csbs
Polk,2020-03-26T19:54:00Z,17,0,0,Florida,csbs
Brevard,2020-03-26T19:54:00Z,13,0,0,Florida,csbs
Walton,2020-03-26T19:54:00Z,13,0,0,Florida,csbs
Indian River,2020-03-26T19:54:00Z,13,0,0,Florida,csbs
Monroe,2020-03-26T19:54:00Z,12,0,0,Florida,csbs
Putnam,2020-03-26T19:54:00Z,12,0,0,Florida,csbs
Citrus,2020-03-26T19:54:00Z,11,1,0,Florida,csbs
St. Lucie,2020-03-26T19:54:00Z,10,0,0,Florida,csbs
Leon,2020-03-26T19:54:00Z,9,1,0,Florida,csbs
Santa Rosa,2020-03-26T19:54:00Z,9,1,0,Florida,csbs
Hernando,2020-03-26T19:54:00Z,9,0,0,Florida,csbs
Martin,2020-03-26T19:54:00Z,8,0,0,Florida,csbs
Flagler,2020-03-26T19:54:00Z,7,0,0,Florida,csbs
Nassau,2020-03-26T19:54:00Z,5,0,0,Florida,csbs
Marion,2020-03-26T19:54:00Z,5,0,0,Florida,csbs
Baker,2020-03-26T19:54:00Z,5,0,0,Florida,csbs
Highlands,2020-03-26T19:54:00Z,5,0,0,Florida,csbs
Desoto,2020-03-26T19:54:00Z,5,0,0,Florida,csbs
Charlotte,2020-03-26T19:54:00Z,3,0,0,Florida,csbs
Bay,2020-03-26T19:54:00Z,3,0,0,Florida,csbs
Columbia,2020-03-26T19:54:00Z,3,0,0,Florida,csbs
Gadsden,2020-03-26T19:54:00Z,1,0,0,Florida,csbs
Jackson,2020-03-26T19:54:00Z,1,0,0,Florida,csbs
Bradford,2020-03-26T19:54:00Z,1,0,0,Florida,csbs
Orleans,2020-03-26T19:54:00Z,997,46,0,Louisiana,csbs
Jefferson,2020-03-26T19:54:00Z,458,12,0,Louisiana,csbs
Caddo,2020-03-26T19:54:00Z,115,1,0,Louisiana,csbs
East Baton Rouge,2020-03-26T19:54:00Z,105,4,0,Louisiana,csbs
Ascension,2020-03-26T19:54:00Z,91,1,0,Louisiana,csbs
St. Tammany,2020-03-26T19:54:00Z,89,1,0,Louisiana,csbs
St. John the Baptist,2020-03-26T19:54:00Z,38,2,0,Louisiana,csbs
Bossier,2020-03-26T19:54:00Z,32,0,0,Louisiana,csbs
Lafayette,2020-03-26T19:54:00Z,30,0,0,Louisiana,csbs
St. James,2020-03-26T19:54:00Z,29,1,0,Louisiana,csbs
Lafourche,2020-03-26T19:54:00Z,28,1,0,Louisiana,csbs
St. Bernard,2020-03-26T19:54:00Z,28,1,0,Louisiana,csbs
Rapides,2020-03-26T19:54:00Z,25,1,0,Louisiana,csbs
St. Charles,2020-03-26T19:54:00Z,22,2,0,Louisiana,csbs
Terrebonne,2020-03-26T19:54:00Z,21,0,0,Louisiana,csbs
Ouachita,2020-03-26T19:54:00Z,19,1,0,Louisiana,csbs
Iberville,2020-03-26T19:54:00Z,17,1,0,Louisiana,csbs
Calcasieu,2020-03-26T19:54:00Z,15,1,0,Louisiana,csbs
Plaquemines,2020-03-26T19:54:00Z,13,0,0,Louisiana,csbs
Livingston,2020-03-26T19:54:00Z,11,0,0,Louisiana,csbs
De Soto,2020-03-26T19:54:00Z,11,1,0,Louisiana,csbs
West Baton Rouge,2020-03-26T19:54:00Z,8,1,0,Louisiana,csbs
Webster,2020-03-26T19:54:00Z,8,1,0,Louisiana,csbs
Tangipahoa,2020-03-26T19:54:00Z,7,0,0,Louisiana,csbs
Avoyelles,2020-03-26T19:54:00Z,7,0,0,Louisiana,csbs
Washington,2020-03-26T19:54:00Z,6,1,0,Louisiana,csbs
St. Landry,2020-03-26T19:54:00Z,5,0,0,Louisiana,csbs
Assumption,2020-03-26T19:54:00Z,5,0,0,Louisiana,csbs
St. Mary,2020-03-26T19:54:00Z,5,0,0,Louisiana,csbs
Allen,2020-03-26T19:54:00Z,5,0,0,Louisiana,csbs
East Feliciana,2020-03-26T19:54:00Z,4,0,0,Louisiana,csbs
Acadia,2020-03-26T19:54:00Z,3,0,0,Louisiana,csbs
Iberia,2020-03-26T19:54:00Z,3,0,0,Louisiana,csbs
Beauregard,2020-03-26T19:54:00Z,3,0,0,Louisiana,csbs
Lincoln,2020-03-26T19:54:00Z,3,0,0,Louisiana,csbs
Morehouse,2020-03-26T19:54:00Z,3,0,0,Louisiana,csbs
Evangeline,2020-03-26T19:54:00Z,2,0,0,Louisiana,csbs
Claiborne,2020-03-26T19:54:00Z,2,0,0,Louisiana,csbs
Natchitoches,2020-03-26T19:54:00Z,2,0,0,Louisiana,csbs
St. Martin,2020-03-26T19:54:00Z,2,0,0,Louisiana,csbs
Vernon,2020-03-26T19:54:00Z,2,0,0,Louisiana,csbs
Union,2020-03-26T19:54:00Z,2,0,0,Louisiana,csbs
Catahoula,2020-03-26T19:54:00Z,1,1,0,Louisiana,csbs
Bienville,2020-03-26T19:54:00Z,1,1,0,Louisiana,csbs
Grant,2020-03-26T19:54:00Z,1,0,0,Louisiana,csbs
Richland,2020-03-26T19:54:00Z,1,0,0,Louisiana,csbs
Jackson,2020-03-26T19:54:00Z,1,0,0,Louisiana,csbs
Jefferson Davis,2020-03-26T19:54:00Z,1,0,0,Louisiana,csbs
Winn,2020-03-26T19:54:00Z,1,0,0,Louisiana,csbs
La Salle,2020-03-26T19:54:00Z,1,0,0,Louisiana,csbs
Pointe Coupee,2020-03-26T19:54:00Z,1,0,0,Louisiana,csbs
Vermilion,2020-03-26T19:54:00Z,1,0,0,Louisiana,csbs
Madison,2020-03-26T19:54:00Z,1,0,0,Louisiana,csbs
Philadelphia,2020-03-26T19:54:00Z,475,1,0,Pennsylvania,csbs
Montgomery,2020-03-26T19:54:00Z,313,3,0,Pennsylvania,csbs
Delaware,2020-03-26T19:54:00Z,156,2,0,Pennsylvania,csbs
Allegheny,2020-03-26T19:54:00Z,133,2,0,Pennsylvania,csbs
Bucks,2020-03-26T19:54:00Z,110,0,0,Pennsylvania,csbs
Chester,2020-03-26T19:54:00Z,84,0,0,Pennsylvania,csbs
Monroe,2020-03-26T19:54:00Z,67,2,0,Pennsylvania,csbs
Lehigh,2020-03-26T19:54:00Z,63,1,0,Pennsylvania,csbs
Northampton,2020-03-26T19:54:00Z,56,3,0,Pennsylvania,csbs
Luzerne,2020-03-26T19:54:00Z,36,1,0,Pennsylvania,csbs
Berks,2020-03-26T19:54:00Z,36,0,0,Pennsylvania,csbs
Lackawanna,2020-03-26T19:54:00Z,28,2,0,Pennsylvania,csbs
Westmoreland,2020-03-26T19:54:00Z,24,0,0,Pennsylvania,csbs
York,2020-03-26T19:54:00Z,21,0,0,Pennsylvania,csbs
Lancaster,2020-03-26T19:54:00Z,21,0,0,Pennsylvania,csbs
Butler,2020-03-26T19:54:00Z,19,1,0,Pennsylvania,csbs
Pike,2020-03-26T19:54:00Z,15,0,0,Pennsylvania,csbs
Cumberland,2020-03-26T19:54:00Z,15,0,0,Pennsylvania,csbs
Beaver,2020-03-26T19:54:00Z,13,0,0,Pennsylvania,csbs
Dauphin,2020-03-26T19:54:00Z,13,0,0,Pennsylvania,csbs
Washington,2020-03-26T19:54:00Z,12,0,0,Pennsylvania,csbs
Centre,2020-03-26T19:54:00Z,9,0,0,Pennsylvania,csbs
Schuylkill,2020-03-26T19:54:00Z,9,0,0,Pennsylvania,csbs
Fayette,2020-03-26T19:54:00Z,8,0,0,Pennsylvania,csbs
Adams,2020-03-26T19:54:00Z,7,0,0,Pennsylvania,csbs
Wayne,2020-03-26T19:54:00Z,6,0,0,Pennsylvania,csbs
Erie,2020-03-26T19:54:00Z,5,0,0,Pennsylvania,csbs
Franklin,2020-03-26T19:54:00Z,5,0,0,Pennsylvania,csbs
Lebanon,2020-03-26T19:54:00Z,4,0,0,Pennsylvania,csbs
Montour,2020-03-26T19:54:00Z,4,0,0,Pennsylvania,csbs
Greene,2020-03-26T19:54:00Z,3,0,0,Pennsylvania,csbs
Columbia,2020-03-26T19:54:00Z,3,0,0,Pennsylvania,csbs
Mercer,2020-03-26T19:54:00Z,3,0,0,Pennsylvania,csbs
Bradford,2020-03-26T19:54:00Z,2,0,0,Pennsylvania,csbs
Carbon,2020-03-26T19:54:00Z,2,0,0,Pennsylvania,csbs
Clearfield,2020-03-26T19:54:00Z,2,0,0,Pennsylvania,csbs
Somerset,2020-03-26T19:54:00Z,2,0,0,Pennsylvania,csbs
Potter,2020-03-26T19:54:00Z,1,0,0,Pennsylvania,csbs
Cambria,2020-03-26T19:54:00Z,1,0,0,Pennsylvania,csbs
Armstrong,2020-03-26T19:54:00Z,1,0,0,Pennsylvania,csbs
Juniata,2020-03-26T19:54:00Z,1,0,0,Pennsylvania,csbs
Lawrence,2020-03-26T19:54:00Z,1,0,0,Pennsylvania,csbs
Lycoming,2020-03-26T19:54:00Z,1,0,0,Pennsylvania,csbs
Warren,2020-03-26T19:54:00Z,1,0,0,Pennsylvania,csbs
Blair,2020-03-26T19:54:00Z,1,0,0,Pennsylvania,csbs
