state,state_name,geo_id,population,agegroup,pct_pop
NV,Nevada,32,191607,Age 5 to 9 years,0.0631451045217625
NV,Nevada,32,197022,Age 10 to 14 years,0.0649296465321554
NV,Nevada,32,181098,Age 15 to 19 years,0.0596818077558865
NV,Nevada,32,182064,Age 20 to 24 years,0.0600001581865494
NV,Nevada,32,227464,Age 25 to 29 years,0.0749619693170823
NV,Nevada,32,217908,Age 30 to 34 years,0.071812738762823
NV,Nevada,32,210838,Age 35 to 39 years,0.0694827827123193
NV,Nevada,32,192315,Age 40 to 44 years,0.0633784296821241
NV,Nevada,32,201625,Age 45 to 49 years,0.0664465896298171
NV,Nevada,32,193714,Age 50 to 54 years,0.0638394775625562
NV,Nevada,32,194281,Age 55 to 59 years,0.0640263354240322
NV,Nevada,32,182280,Age 60 to 64 years,0.0600713421337784
NV,Nevada,32,160427,Age 65 to 69 years,0.0528695699171366
NV,Nevada,32,132825,Age 70 to 74 years,0.0437731842161461
NV,Nevada,32,88212,Age 75 to 79 years,0.0290707331155632
NV,Nevada,32,51355,Age 80 to 84 years,0.0169243130089982
NV,Nevada,32,43362,Age 85 years and older,0.0142901774062151
NH,New Hampshire,33,64020,Age 0 to 4 years,0.0471964483972228
NH,New Hampshire,33,69360,Age 5 to 9 years,0.051133171834292
NH,New Hampshire,33,76114,Age 10 to 14 years,0.056112316046645
NH,New Hampshire,33,85131,Age 15 to 19 years,0.0627597758279283
NH,New Hampshire,33,89682,Age 20 to 24 years,0.0661148373189586
NH,New Hampshire,33,85844,Age 25 to 29 years,0.063285409500331
NH,New Hampshire,33,83231,Age 30 to 34 years,0.0613590689870236
NH,New Hampshire,33,79847,Age 35 to 39 years,0.0588643363819595
NH,New Hampshire,33,74827,Age 40 to 44 years,0.0551635214654637
NH,New Hampshire,33,89868,Age 45 to 49 years,0.0662519591465419
NH,New Hampshire,33,100374,Age 50 to 54 years,0.0739971307626185
NH,New Hampshire,33,110921,Age 55 to 59 years,0.0817725281578936
NH,New Hampshire,33,101594,Age 60 to 64 years,0.0748965319973047
NH,New Hampshire,33,82879,Age 65 to 69 years,0.0610995696143928
NH,New Hampshire,33,64054,Age 70 to 74 years,0.0472215136775337
NH,New Hampshire,33,41515,Age 75 to 79 years,0.0306054444737692
NH,New Hampshire,33,26709,Age 80 to 84 years,0.0196902521124871
NH,New Hampshire,33,30488,Age 85 years and older,0.022476184297634
NJ,New Jersey,34,518628,Age 0 to 4 years,0.0582170775841554
NJ,New Jersey,34,533562,Age 5 to 9 years,0.0598934503149794
NJ,New Jersey,34,558614,Age 10 to 14 years,0.0627055897051362
NJ,New Jersey,34,557815,Age 15 to 19 years,0.0626159002842223
NJ,New Jersey,34,551030,Age 20 to 24 years,0.0618542698450472
NJ,New Jersey,34,583053,Age 25 to 29 years,0.0654489185633528
NJ,New Jersey,34,572786,Age 30 to 34 years,0.0642964263424228
NJ,New Jersey,34,581487,Age 35 to 39 years,0.0652731317884452
NJ,New Jersey,34,557813,Age 40 to 44 years,0.0626156757800398
NJ,New Jersey,34,602340,Age 45 to 49 years,0.0676139246474162
NJ,New Jersey,34,633534,Age 50 to 54 years,0.0711155163820702
NJ,New Jersey,34,646773,Age 55 to 59 years,0.0726016218182145
NJ,New Jersey,34,572558,Age 60 to 64 years,0.0642708328656163
NJ,New Jersey,34,451916,Age 65 to 69 years,0.0507285160722544
NJ,New Jersey,34,358182,Age 70 to 74 years,0.0402066785504214
NJ,New Jersey,34,253635,Age 75 to 79 years,0.0284710591658323
NJ,New Jersey,34,172501,Age 80 to 84 years,0.0193635979938306
NJ,New Jersey,34,202293,Age 85 years and older,0.0227078122965431
NM,New Mexico,35,124246,Age 0 to 4 years,0.0592938530934969
NM,New Mexico,35,134822,Age 5 to 9 years,0.0643410319991906
NM,New Mexico,35,139941,Age 10 to 14 years,0.0667839696711125
NM,New Mexico,35,139052,Age 15 to 19 years,0.0663597126696789
NM,New Mexico,35,141547,Age 20 to 24 years,0.067550400204636
NM,New Mexico,35,145687,Age 25 to 29 years,0.0695261302225607
NM,New Mexico,35,138148,Age 30 to 34 years,0.0659282972261514
NM,New Mexico,35,133594,Age 35 to 39 years,0.0637549942064342
NM,New Mexico,35,117190,Age 40 to 44 years,0.0559265219325121
NM,New Mexico,35,119283,Age 45 to 49 years,0.0569253632193518
NM,New Mexico,35,121582,Age 50 to 54 years,0.0580225137776149
NM,New Mexico,35,139264,Age 55 to 59 years,0.0664608853179398
NM,New Mexico,35,134883,Age 60 to 64 years,0.0643701429970393
NM,New Mexico,35,121673,Age 65 to 69 years,0.0580659416596514
NM,New Mexico,35,96211,Age 70 to 74 years,0.0459147248199413
NM,New Mexico,35,64896,Age 75 to 79 years,0.0309702838751797
NM,New Mexico,35,42238,Age 80 to 84 years,0.0201572184775616
NM,New Mexico,35,41171,Age 85 years and older,0.0196480146299467
NY,New York,36,1140442,Age 0 to 4 years,0.0583578857436229
NY,New York,36,1119326,Age 5 to 9 years,0.0572773528315044
NY,New York,36,1117870,Age 10 to 14 years,0.0572028474365411
NY,New York,36,1188292,Age 15 to 19 years,0.0608064318624368
NY,New York,36,1302338,Age 20 to 24 years,0.0666423125451171
NY,New York,36,1485577,Age 25 to 29 years,0.0760188881410489
NY,New York,36,1393216,Age 30 to 34 years,0.0712926568332168
NY,New York,36,1273063,Age 35 to 39 years,0.0651442730962503
NY,New York,36,1158801,Age 40 to 44 years,0.0592973394154161
NY,New York,36,1240014,Age 45 to 49 years,0.0634531132074168
NY,New York,36,1315115,Age 50 to 54 years,0.0672961280886925
NY,New York,36,1358693,Age 55 to 59 years,0.0695260704662405
NY,New York,36,1235928,Age 60 to 64 years,0.0632440273256723
NY,New York,36,1017063,Age 65 to 69 years,0.0520444234323766
NY,New York,36,792057,Age 70 to 74 years,0.040530576661011
NY,New York,36,559571,Age 75 to 79 years,0.0286339686572792
NY,New York,36,388524,Age 80 to 84 years,0.0198812734015893
NY,New York,36,456319,Age 85 years and older,0.0233504308545672
NC,North Carolina,37,610128,Age 0 to 4 years,0.0587586987967587
NC,North Carolina,37,628094,Age 5 to 9 years,0.0604889239012984
NC,North Carolina,37,664208,Age 10 to 14 years,0.0639669017163571
NC,North Carolina,37,684178,Age 15 to 19 years,0.0658901230977251
NC,North Carolina,37,697871,Age 20 to 24 years,0.0672088346838578
NC,North Carolina,37,728562,Age 25 to 29 years,0.0701645476240463
NC,North Carolina,37,664586,Age 30 to 34 years,0.064003305205699
NC,North Carolina,37,658604,Age 35 to 39 years,0.0634272055410348
NC,North Carolina,37,637301,Age 40 to 44 years,0.0613756088916967
NC,North Carolina,37,697294,Age 45 to 49 years,0.0671532663945714
NC,North Carolina,37,680546,Age 50 to 54 years,0.0655403414223556
NC,North Carolina,37,695970,Age 55 to 59 years,0.0670257578763476
NC,North Carolina,37,647013,Age 60 to 64 years,0.0623109281734116
NC,North Carolina,37,560023,Age 65 to 69 years,0.0539333103484141
NC,North Carolina,37,450435,Age 70 to 74 years,0.0433793802161481
NC,North Carolina,37,300671,Age 75 to 79 years,0.0289562792166894
NC,North Carolina,37,192387,Age 80 to 84 years,0.0185279314921001
NC,North Carolina,37,185749,Age 85 years and older,0.0178886554014881
ND,North Dakota,38,54695,Age 0 to 4 years,0.0719598145977315
ND,North Dakota,38,50206,Age 5 to 9 years,0.066053834019448
ND,North Dakota,38,47648,Age 10 to 14 years,0.0626883855188356
ND,North Dakota,38,47282,Age 15 to 19 years,0.0622068553580756
ND,North Dakota,38,63579,Age 20 to 24 years,0.0836481040736662
ND,North Dakota,38,61153,Age 25 to 29 years,0.0804563221884099
ND,North Dakota,38,53647,Age 30 to 34 years,0.0705810069242985
ND,North Dakota,38,49895,Age 35 to 39 years,0.0656446649484197
ND,North Dakota,38,40507,Age 40 to 44 years,0.0532932847593073
ND,North Dakota,38,39212,Age 45 to 49 years,0.05158951001017
ND,North Dakota,38,40793,Age 50 to 54 years,0.0536695624259121
ND,North Dakota,38,48475,Age 55 to 59 years,0.0637764331771649
ND,North Dakota,38,46348,Age 60 to 64 years,0.0609780324888136
ND,North Dakota,38,37277,Age 65 to 69 years,0.0490437153077912
ND,North Dakota,38,26945,Age 70 to 74 years,0.0354503556876474
ND,North Dakota,38,18962,Age 75 to 79 years,0.0249474724271357
ND,North Dakota,38,14657,Age 80 to 84 years,0.0192835725854091
ND,North Dakota,38,18796,Age 85 years and older,0.0247290735017636
OH,Ohio,39,694789,Age 0 to 4 years,0.0594373110367458
OH,Ohio,39,708148,Age 5 to 9 years,0.0605801371870445
OH,Ohio,39,737787,Age 10 to 14 years,0.0631156731005637
OH,Ohio,39,761897,Age 15 to 19 years,0.0651782180877411
OH,Ohio,39,758902,Age 20 to 24 years,0.0649220039758955
OH,Ohio,39,806886,Age 25 to 29 years,0.0690269047915204
OH,Ohio,39,738394,Age 30 to 34 years,0.0631676003011949
OH,Ohio,39,724205,Age 35 to 39 years,0.0619537699062111
OH,Ohio,39,666987,Age 40 to 44 years,0.057058925481644
OH,Ohio,39,732526,Age 45 to 49 years,0.0626656088459997
OH,Ohio,39,752351,Age 50 to 54 years,0.0643615837265799
OH,Ohio,39,821402,Age 55 to 59 years,0.0702687091479645
OH,Ohio,39,790146,Age 60 to 64 years,0.0675948432782335
OH,Ohio,39,655007,Age 65 to 69 years,0.0560340690342619
OH,Ohio,39,495368,Age 70 to 74 years,0.0423773863628392
OH,Ohio,39,349819,Age 75 to 79 years,0.0299260649054078
OH,Ohio,39,238491,Age 80 to 84 years,0.0204022570110703
OH,Ohio,39,256337,Age 85 years and older,0.0219289338190822
OK,Oklahoma,40,260429,Age 0 to 4 years,0.0660471169864971
OK,Oklahoma,40,267797,Age 5 to 9 years,0.0679157074966035
OK,Oklahoma,40,270110,Age 10 to 14 years,0.0685023049246541
OK,Oklahoma,40,264140,Age 15 to 19 years,0.0669882596823447
OK,Oklahoma,40,273690,Age 20 to 24 years,0.0694102248522031
OK,Oklahoma,40,280849,Age 25 to 29 years,0.0712258110983828
OK,Oklahoma,40,262369,Age 30 to 34 years,0.0665391182880181
OK,Oklahoma,40,261410,Age 35 to 39 years,0.066295907335359
OK,Oklahoma,40,228978,Age 40 to 44 years,0.0580708628967363
OK,Oklahoma,40,232318,Age 45 to 49 years,0.0589179166838909
OK,Oklahoma,40,227992,Age 50 to 54 years,0.0578208045032828
OK,Oklahoma,40,255026,Age 55 to 59 years,0.0646768680008694
OK,Oklahoma,40,238418,Age 60 to 64 years,0.0604649310855806
OK,Oklahoma,40,199427,Age 65 to 69 years,0.050576465751764
OK,Oklahoma,40,159219,Age 70 to 74 years,0.0403793583643645
OK,Oklahoma,40,112935,Age 75 to 79 years,0.0286413231893147
OK,Oklahoma,40,74776,Age 80 to 84 years,0.0189638604755319
OK,Oklahoma,40,73196,Age 85 years and older,0.0185631583846025
OR,Oregon,41,234214,Age 0 to 4 years,0.0558888189193581
OR,Oregon,41,242575,Age 5 to 9 years,0.0578839448084371
OR,Oregon,41,249214,Age 10 to 14 years,0.0594681621003395
OR,Oregon,41,246835,Age 15 to 19 years,0.0589004782718358
OR,Oregon,41,265773,Age 20 to 24 years,0.0634195183492642
OR,Oregon,41,302744,Age 25 to 29 years,0.0722416447988684
OR,Oregon,41,293741,Age 30 to 34 years,0.0700933230216433
OR,Oregon,41,294348,Age 35 to 39 years,0.0702381671090337
OR,Oregon,41,265419,Age 40 to 44 years,0.063335045850193
OR,Oregon,41,264308,Age 45 to 49 years,0.0630699358319217
OR,Oregon,41,248366,Age 50 to 54 years,0.0592658098991747
OR,Oregon,41,270029,Age 55 to 59 years,0.064435097321148
OR,Oregon,41,274456,Age 60 to 64 years,0.0654914808052949
OR,Oregon,41,253268,Age 65 to 69 years,0.0604355392507194
OR,Oregon,41,194924,Age 70 to 74 years,0.0465133260139742
OR,Oregon,41,127826,Age 75 to 79 years,0.0305022080968083
OR,Oregon,41,78648,Age 80 to 84 years,0.0187672121665215
OR,Oregon,41,84025,Age 85 years and older,0.020050287385464
PA,Pennsylvania,42,702997,Age 0 to 4 years,0.0548913646067091
PA,Pennsylvania,42,725614,Age 5 to 9 years,0.0566573436838744
PA,Pennsylvania,42,755233,Age 10 to 14 years,0.0589700524554425
PA,Pennsylvania,42,810300,Age 15 to 19 years,0.0632697902563118
PA,Pennsylvania,42,815049,Age 20 to 24 years,0.0636406013558147
PA,Pennsylvania,42,870748,Age 25 to 29 years,0.0679896869382981
PA,Pennsylvania,42,830358,Age 30 to 34 years,0.0648359576670992
PA,Pennsylvania,42,782766,Age 35 to 39 years,0.0611198823149107
PA,Pennsylvania,42,715779,Age 40 to 44 years,0.0558894078734698
PA,Pennsylvania,42,797593,Age 45 to 49 years,0.0622776031345211
PA,Pennsylvania,42,855188,Age 50 to 54 years,0.0667747320618471
PA,Pennsylvania,42,921795,Age 55 to 59 years,0.0719755353687732
PA,Pennsylvania,42,888010,Age 60 to 64 years,0.0693375372646025
PA,Pennsylvania,42,737898,Age 65 to 69 years,0.057616502148034
PA,Pennsylvania,42,572852,Age 70 to 74 years,0.0447293914450311
PA,Pennsylvania,42,407338,Age 75 to 79 years,0.0318057383974152
PA,Pennsylvania,42,283299,Age 80 to 84 years,0.0221205335182314
PA,Pennsylvania,42,334243,Age 85 years and older,0.0260983395096142
RI,Rhode Island,44,54413,Age 0 to 4 years,0.051463376571788
RI,Rhode Island,44,54840,Age 5 to 9 years,0.0518672297281321
RI,Rhode Island,44,58821,Age 10 to 14 years,0.0556324274222914
RI,Rhode Island,44,71426,Age 15 to 19 years,0.0675541347658929
RI,Rhode Island,44,76616,Age 20 to 24 years,0.0724627949097478
RI,Rhode Island,44,76369,Age 25 to 29 years,0.0722291843017455
RI,Rhode Island,44,69862,Age 30 to 34 years,0.0660749161791897
RI,Rhode Island,44,65405,Age 35 to 39 years,0.06185952152386
RI,Rhode Island,44,58781,Age 40 to 44 years,0.0555945957448821
RI,Rhode Island,44,66143,Age 45 to 49 years,0.0625575159720613
RI,Rhode Island,44,73227,Age 50 to 54 years,0.069257506041246
RI,Rhode Island,44,76974,Age 55 to 59 years,0.0728013884225609
RI,Rhode Island,44,72184,Age 60 to 64 years,0.0682710450527988
RI,Rhode Island,44,57725,Age 65 to 69 years,0.0545958394612769
RI,Rhode Island,44,44870,Age 70 to 74 years,0.0424376841338674
RI,Rhode Island,44,30741,Age 75 to 79 years,0.0290745898809721
RI,Rhode Island,44,21066,Age 80 to 84 years,0.0199240529076009
RI,Rhode Island,44,27852,Age 85 years and older,0.0263421969800864
SC,South Carolina,45,292391,Age 0 to 4 years,0.057510561793598
SC,South Carolina,45,306255,Age 5 to 9 years,0.0602374802989776
SC,South Carolina,45,319554,Age 10 to 14 years,0.0628532686142577
SC,South Carolina,45,323894,Age 15 to 19 years,0.0637069058267034
SC,South Carolina,45,332074,Age 20 to 24 years,0.0653158349506218
SC,South Carolina,45,354451,Age 25 to 29 years,0.0697171805503678
SC,South Carolina,45,319439,Age 30 to 34 years,0.0628306491950339
SC,South Carolina,45,316074,Age 35 to 39 years,0.0621687853194855
SC,South Carolina,45,295323,Age 40 to 44 years,0.0580872586385037
SC,South Carolina,45,320122,Age 45 to 49 years,0.062964988876163
SC,South Carolina,45,326336,Age 50 to 54 years,0.0641872242766556
SC,South Carolina,45,344755,Age 55 to 59 years,0.0678100684738993
SC,South Carolina,45,333544,Age 60 to 64 years,0.0656049701354825
SC,South Carolina,45,302279,Age 65 to 69 years,0.0594554384656402
SC,South Carolina,45,247552,Age 70 to 74 years,0.0486911518929405
SC,South Carolina,45,163274,Age 75 to 79 years,0.0321144613421341
SC,South Carolina,45,97835,Age 80 to 84 years,0.0192432250413886
SC,South Carolina,45,88975,Age 85 years and older,0.0175005463081469
SD,South Dakota,46,62132,Age 0 to 4 years,0.0704256802325911
SD,South Dakota,46,60762,Age 5 to 9 years,0.0688728059984018
SD,South Dakota,46,60882,Age 10 to 14 years,0.0690088241794987
SD,South Dakota,46,57674,Age 15 to 19 years,0.0653726048048422
SD,South Dakota,46,59585,Age 20 to 24 years,0.0675386943388099
SD,South Dakota,46,58754,Age 25 to 29 years,0.0665967684347141
SD,South Dakota,46,57341,Age 30 to 34 years,0.0649951543522984
SD,South Dakota,46,56007,Age 35 to 39 years,0.0634830855724382
SD,South Dakota,46,47902,Age 40 to 44 years,0.0542961909241869
SD,South Dakota,46,47241,Age 45 to 49 years,0.0535469574433116
SD,South Dakota,46,49840,Age 50 to 54 years,0.0564928845489014
SD,South Dakota,46,59311,Age 55 to 59 years,0.0672281194919721
SD,South Dakota,46,57950,Age 60 to 64 years,0.0656854466213651
SD,South Dakota,46,50160,Age 65 to 69 years,0.056855599698493
SD,South Dakota,46,34890,Age 70 to 74 years,0.0395472861539159
SD,South Dakota,46,23666,Age 75 to 79 years,0.0268250522819884
SD,South Dakota,46,17147,Age 80 to 84 years,0.0194358645939007
SD,South Dakota,46,20991,Age 85 years and older,0.0237929803283706
TN,Tennessee,47,406574,Age 0 to 4 years,0.0600551550145421
TN,Tennessee,47,412340,Age 5 to 9 years,0.0609068524271013
TN,Tennessee,47,430114,Age 10 to 14 years,0.0635322547529472
TN,Tennessee,47,425325,Age 15 to 19 years,0.062824870273456
TN,Tennessee,47,445657,Age 20 to 24 years,0.0658281154680717
TN,Tennessee,47,492464,Age 25 to 29 years,0.0727419900413736
TN,Tennessee,47,438603,Age 30 to 34 years,0.0647861672287042
TN,Tennessee,47,432883,Age 35 to 39 years,0.063941264488531
TN,Tennessee,47,407384,Age 40 to 44 years,0.0601748003326435
TN,Tennessee,47,442810,Age 45 to 49 years,0.0654075843314855
TN,Tennessee,47,439985,Age 50 to 54 years,0.064990302820823
TN,Tennessee,47,456537,Age 55 to 59 years,0.0674352031976319
TN,Tennessee,47,429637,Age 60 to 64 years,0.0634617969545097
TN,Tennessee,47,366920,Age 65 to 69 years,0.0541978519972644
TN,Tennessee,47,294682,Age 70 to 74 years,0.0435275575663847
TN,Tennessee,47,201335,Age 75 to 79 years,0.0297392470616735
TN,Tennessee,47,126698,Age 80 to 84 years,0.0187145956948365
TN,Tennessee,47,120062,Age 85 years and older,0.0177343903480202
TX,Texas,48,2024126,Age 0 to 4 years,0.0705225047379358
TX,Texas,48,2047747,Age 5 to 9 years,0.0713454831910632
TX,Texas,48,2091419,Age 10 to 14 years,0.072867057849417
TX,Texas,48,2032343,Age 15 to 19 years,0.0708087929539024
TX,Texas,48,1998543,Age 20 to 24 years,0.0696311683099118
TX,Texas,48,2159807,Age 25 to 29 years,0.0752497618184476
TX,Texas,48,2076521,Age 30 to 34 years,0.0723479971409503
TX,Texas,48,2030827,Age 35 to 39 years,0.0707559740497519
TX,Texas,48,1850945,Age 40 to 44 years,0.0644887114399789
TX,Texas,48,1847367,Age 45 to 49 years,0.0643640504643517
TX,Texas,48,1705590,Age 50 to 54 years,0.0594244028563321
TX,Texas,48,1712901,Age 55 to 59 years,0.0596791251572852
TX,Texas,48,1521389,Age 60 to 64 years,0.0530066621152752
TX,Texas,48,1226455,Age 65 to 69 years,0.0427308767084485
TX,Texas,48,940074,Age 70 to 74 years,0.0327530860820968
TX,Texas,48,627316,Age 75 to 79 years,0.021856295300877
TX,Texas,48,407976,Age 80 to 84 years,0.0142142778626252
TX,Texas,48,400499,Age 85 years and older,0.0139537719613495
UT,Utah,49,253004,Age 0 to 4 years,0.0800365694907319
UT,Utah,49,259078,Age 5 to 9 years,0.0819580494795333
UT,Utah,49,266799,Age 10 to 14 years,0.0844005498077413
UT,Utah,49,248985,Age 15 to 19 years,0.0787651786321555
UT,Utah,49,260906,Age 20 to 24 years,0.0825363282776118
UT,Utah,49,247231,Age 25 to 29 years,0.0782103093696666
UT,Utah,49,217677,Age 30 to 34 years,0.0688610470072965
UT,Utah,49,231359,Age 35 to 39 years,0.0731892803307704
UT,Utah,49,203255,Age 40 to 44 years,0.0642987183279265
UT,Utah,49,172668,Age 45 to 49 years,0.0546226715025284
UT,Utah,49,149505,Age 50 to 54 years,0.0472951705179043
UT,Utah,49,155362,Age 55 to 59 years,0.0491480036253146
UT,Utah,49,144798,Age 60 to 64 years,0.0458061342473597
UT,Utah,49,119503,Age 65 to 69 years,0.0378041855616944
UT,Utah,49,90368,Age 70 to 74 years,0.0285874717859736
UT,Utah,49,62027,Age 75 to 79 years,0.0196219360002278
UT,Utah,49,40804,Age 80 to 84 years,0.0129081444621422
UT,Utah,49,37776,Age 85 years and older,0.0119502515734213
VT,Vermont,50,29681,Age 0 to 4 years,0.0473911023329113
VT,Vermont,50,31272,Age 5 to 9 years,0.0499314225314107
VT,Vermont,50,33761,Age 10 to 14 years,0.0539055626785289
VT,Vermont,50,42285,Age 15 to 19 years,0.0675156754202066
VT,Vermont,50,46193,Age 20 to 24 years,0.0737555065551757
VT,Vermont,50,37533,Age 25 to 29 years,0.0599282451353108
VT,Vermont,50,36558,Age 30 to 34 years,0.058371480714483
VT,Vermont,50,36604,Age 35 to 39 years,0.0584449280615169
VT,Vermont,50,33997,Age 40 to 44 years,0.0542823795024421
VT,Vermont,50,38532,Age 45 to 49 years,0.0615233299111127
VT,Vermont,50,42187,Age 50 to 54 years,0.0673592006373952
VT,Vermont,50,48697,Age 55 to 59 years,0.0777535969241528
VT,Vermont,50,47792,Age 60 to 64 years,0.0763086002053332
VT,Vermont,50,41336,Age 65 to 69 years,0.0660004247172676
VT,Vermont,50,31557,Age 70 to 74 years,0.0503864767467296
VT,Vermont,50,20710,Age 75 to 79 years,0.0330672729798387
VT,Vermont,50,13183,Age 80 to 84 years,0.0210490516510485
VT,Vermont,50,14421,Age 85 years and older,0.0230257432951354
VA,Virginia,51,510924,Age 0 to 4 years,0.0599839040772229
VA,Virginia,51,514457,Age 5 to 9 years,0.0603986881412027
VA,Virginia,51,528362,Age 10 to 14 years,0.062031173963348
VA,Virginia,51,542284,Age 15 to 19 years,0.0636656556329566
VA,Virginia,51,578812,Age 20 to 24 years,0.0679541448175179
VA,Virginia,51,604186,Age 25 to 29 years,0.0709331232606043
VA,Virginia,51,586120,Age 30 to 34 years,0.0688121244211309
VA,Virginia,51,578634,Age 35 to 39 years,0.0679332471205498
VA,Virginia,51,526249,Age 40 to 44 years,0.0617831018639454
VA,Virginia,51,558081,Age 45 to 49 years,0.0655202675374823
VA,Virginia,51,567303,Age 50 to 54 years,0.0666029560848986
VA,Virginia,51,583042,Age 55 to 59 years,0.0684507586274909
VA,Virginia,51,523830,Age 60 to 64 years,0.0614991045102044
VA,Virginia,51,432802,Age 65 to 69 years,0.0508121631640522
VA,Virginia,51,346236,Age 70 to 74 years,0.0406490730756068
VA,Virginia,51,235193,Age 75 to 79 years,0.0276123148484594
VA,Virginia,51,149278,Age 80 to 84 years,0.0175256539775772
VA,Virginia,51,151892,Age 85 years and older,0.0178325448757497
WA,Washington,53,462701,Age 0 to 4 years,0.0614020851184731
WA,Washington,53,466916,Age 5 to 9 years,0.0619614307623649
WA,Washington,53,462802,Age 10 to 14 years,0.0614154881813517
WA,Washington,53,447049,Age 15 to 19 years,0.0593250084830772
WA,Washington,53,481263,Age 20 to 24 years,0.0638653292090826
WA,Washington,53,589604,Age 25 to 29 years,0.0782425691627903
WA,Washington,53,563753,Age 30 to 34 years,0.074812048583847
WA,Washington,53,536144,Age 35 to 39 years,0.0711482350886613
WA,Washington,53,466725,Age 40 to 44 years,0.0619360843761292
WA,Washington,53,474408,Age 45 to 49 years,0.0629556460800487
WA,Washington,53,459123,Age 50 to 54 years,0.0609272716632312
WA,Washington,53,491676,Age 55 to 59 years,0.0652471717215013
WA,Washington,53,469195,Age 60 to 64 years,0.0622638622504857
WA,Washington,53,401689,Age 65 to 69 years,0.0533055735110889
WA,Washington,53,307119,Age 70 to 74 years,0.0407557947346134
WA,Washington,53,198092,Age 75 to 79 years,0.0262875201162059
WA,Washington,53,123949,Age 80 to 84 years,0.0164484776310179
WA,Washington,53,133383,Age 85 years and older,0.0177004033260298
WV,West Virginia,54,95257,Age 0 to 4 years,0.0527496467002468
WV,West Virginia,54,101043,Age 5 to 9 years,0.0559537099796659
WV,West Virginia,54,104388,Age 10 to 14 years,0.0578060417580373
WV,West Virginia,54,107227,Age 15 to 19 years,0.0593781702838359
WV,West Virginia,54,113094,Age 20 to 24 years,0.0626270882341214
WV,West Virginia,54,113614,Age 25 to 29 years,0.0629150441458563
WV,West Virginia,54,101748,Age 30 to 34 years,0.0563441117446141
WV,West Virginia,54,109230,Age 35 to 39 years,0.0604873543053839
WV,West Virginia,54,107530,Age 40 to 44 years,0.0595459599785584
WV,West Virginia,54,116488,Age 45 to 49 years,0.0645065543195602
WV,West Virginia,54,117965,Age 50 to 54 years,0.0653244598611609
WV,West Virginia,54,127758,Age 55 to 59 years,0.0707474449450447
WV,West Virginia,54,130612,Age 60 to 64 years,0.0723278798913742
WV,West Virginia,54,119700,Age 65 to 69 years,0.0662852358358917
WV,West Virginia,54,93137,Age 70 to 74 years,0.0515756725985584
WV,West Virginia,54,64373,Age 75 to 79 years,0.0356472805886705
WV,West Virginia,54,42768,Age 80 to 84 years,0.0236832662174554
WV,West Virginia,54,39900,Age 85 years and older,0.0220950786119639
WI,Wisconsin,55,334382,Age 0 to 4 years,0.0575175176414897
WI,Wisconsin,55,349799,Age 5 to 9 years,0.0601694174730561
WI,Wisconsin,55,369348,Age 10 to 14 years,0.0635320684302652
WI,Wisconsin,55,378418,Age 15 to 19 years,0.0650922118740161
WI,Wisconsin,55,395921,Age 20 to 24 years,0.0681029274965047
WI,Wisconsin,55,374435,Age 25 to 29 years,0.0644070904477251
WI,Wisconsin,55,362942,Age 30 to 34 years,0.0624301633695521
WI,Wisconsin,55,371797,Age 35 to 39 years,0.0639533243612184
WI,Wisconsin,55,332919,Age 40 to 44 years,0.05726586495591
WI,Wisconsin,55,352344,Age 45 to 49 years,0.0606071864988936
WI,Wisconsin,55,385213,Age 50 to 54 years,0.0662610293712914
WI,Wisconsin,55,425757,Age 55 to 59 years,0.0732350597774035
WI,Wisconsin,55,394820,Age 60 to 64 years,0.0679135429395511
WI,Wisconsin,55,329181,Age 65 to 69 years,0.0566228863238548
WI,Wisconsin,55,242442,Age 70 to 74 years,0.0417027890617259
WI,Wisconsin,55,169120,Age 75 to 79 years,0.0290905688210751
WI,Wisconsin,55,116094,Age 80 to 84 years,0.0199694920572014
WI,Wisconsin,55,128636,Age 85 years and older,0.0221268590992657
WY,Wyoming,56,35912,Age 0 to 4 years,0.0621597716608076
WY,Wyoming,56,37847,Age 5 to 9 years,0.065509046503859
WY,Wyoming,56,39104,Age 10 to 14 years,0.0676847769832986
WY,Wyoming,56,36313,Age 15 to 19 years,0.0628538591089025
WY,Wyoming,56,37966,Age 20 to 24 years,0.0657150225794782
WY,Wyoming,56,38879,Age 25 to 29 years,0.0672953264201531
WY,Wyoming,56,38899,Age 30 to 34 years,0.0673299442479883
WY,Wyoming,56,39158,Age 35 to 39 years,0.0677782451184536
WY,Wyoming,56,33555,Age 40 to 44 years,0.0580800606504344
WY,Wyoming,56,32540,Age 45 to 49 years,0.0563232058878002
WY,Wyoming,56,32340,Age 50 to 54 years,0.0559770276094486
WY,Wyoming,56,39394,Age 55 to 59 years,0.0681867354869084
WY,Wyoming,56,40455,Age 60 to 64 years,0.0700232112535635
WY,Wyoming,56,33583,Age 65 to 69 years,0.0581285256094036
WY,Wyoming,56,24585,Age 70 to 74 years,0.0425539648663665
WY,Wyoming,56,16203,Age 75 to 79 years,0.0280456332206523
WY,Wyoming,56,10323,Age 80 to 84 years,0.0178679918371162
WY,Wyoming,56,10681,Age 85 years and older,0.0184876509553655
PR,Puerto Rico,72,126621,Age 0 to 4 years,0.0324868483439073
PR,Puerto Rico,72,163105,Age 5 to 9 years,0.0418474613147346
PR,Puerto Rico,72,184834,Age 10 to 14 years,0.0474224190837047
