state_name,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,week_yr,state
Washington,2020,4,NA,4.41681,NA,NA,NA,NA,NA,NA,966,54,21871,2020-01-19,2020-04,WA
West Virginia,2020,4,NA,5.53995,NA,NA,NA,NA,NA,NA,907,51,16372,2020-01-19,2020-04,WV
Wisconsin,2020,4,NA,3.77777,NA,NA,NA,NA,NA,NA,1005,47,26603,2020-01-19,2020-04,WI
Wyoming,2020,4,NA,5.7993,NA,NA,NA,NA,NA,NA,267,19,4604,2020-01-19,2020-04,WY
Commonwealth of the Northern Mariana Islands,2020,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-19,2020-04,NA
Puerto Rico,2020,4,NA,11.9865,NA,NA,NA,NA,NA,NA,426,8,3554,2020-01-19,2020-04,PR
Virgin Islands,2020,4,NA,1.37363,NA,NA,NA,NA,NA,NA,10,2,728,2020-01-19,2020-04,VI
New York City,2020,4,NA,7.67208,NA,NA,NA,NA,NA,NA,8228,69,107246,2020-01-19,2020-04,NA
Alabama,2020,5,NA,9.02719,NA,NA,NA,NA,NA,NA,4688,99,51932,2020-01-26,2020-05,AL
Alaska,2020,5,NA,4.44098,NA,NA,NA,NA,NA,NA,228,17,5134,2020-01-26,2020-05,AK
Arizona,2020,5,NA,4.42682,NA,NA,NA,NA,NA,NA,709,29,16016,2020-01-26,2020-05,AZ
Arkansas,2020,5,NA,10.1278,NA,NA,NA,NA,NA,NA,610,16,6023,2020-01-26,2020-05,AR
California,2020,5,NA,5.00632,NA,NA,NA,NA,NA,NA,3365,126,67215,2020-01-26,2020-05,CA
Colorado,2020,5,NA,7.87999,NA,NA,NA,NA,NA,NA,3136,68,39797,2020-01-26,2020-05,CO
Connecticut,2020,5,NA,9.08556,NA,NA,NA,NA,NA,NA,4478,83,49287,2020-01-26,2020-05,CT
Delaware,2020,5,NA,2.60014,NA,NA,NA,NA,NA,NA,37,7,1423,2020-01-26,2020-05,DE
District of Columbia,2020,5,NA,3.40572,NA,NA,NA,NA,NA,NA,505,5,14828,2020-01-26,2020-05,DC
Florida,2020,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-26,2020-05,FL
Georgia,2020,5,NA,7.98836,NA,NA,NA,NA,NA,NA,6754,98,84548,2020-01-26,2020-05,GA
Hawaii,2020,5,NA,5.31885,NA,NA,NA,NA,NA,NA,191,23,3591,2020-01-26,2020-05,HI
Idaho,2020,5,NA,1.74742,NA,NA,NA,NA,NA,NA,22,6,1259,2020-01-26,2020-05,ID
Illinois,2020,5,NA,6.72512,NA,NA,NA,NA,NA,NA,6374,192,94779,2020-01-26,2020-05,IL
Indiana,2020,5,NA,4.93908,NA,NA,NA,NA,NA,NA,227,24,4596,2020-01-26,2020-05,IN
Iowa,2020,5,NA,3.04054,NA,NA,NA,NA,NA,NA,198,19,6512,2020-01-26,2020-05,IA
Kansas,2020,5,NA,7.77356,NA,NA,NA,NA,NA,NA,1126,31,14485,2020-01-26,2020-05,KS
Kentucky,2020,5,NA,9.32507,NA,NA,NA,NA,NA,NA,1249,41,13394,2020-01-26,2020-05,KY
Louisiana,2020,5,NA,10.2672,NA,NA,NA,NA,NA,NA,5137,100,50033,2020-01-26,2020-05,LA
Maine,2020,5,NA,4.98946,NA,NA,NA,NA,NA,NA,805,53,16134,2020-01-26,2020-05,ME
Maryland,2020,5,NA,7.30775,NA,NA,NA,NA,NA,NA,4090,73,55968,2020-01-26,2020-05,MD
Massachusetts,2020,5,NA,5.54626,NA,NA,NA,NA,NA,NA,3746,78,67541,2020-01-26,2020-05,MA
Michigan,2020,5,NA,3.71626,NA,NA,NA,NA,NA,NA,943,82,25375,2020-01-26,2020-05,MI
Minnesota,2020,5,NA,4.55714,NA,NA,NA,NA,NA,NA,319,19,7000,2020-01-26,2020-05,MN
Mississippi,2020,5,NA,6.92313,NA,NA,NA,NA,NA,NA,1060,42,15311,2020-01-26,2020-05,MS
Missouri,2020,5,NA,9.08812,NA,NA,NA,NA,NA,NA,296,13,3257,2020-01-26,2020-05,MO
Montana,2020,5,NA,3.73816,NA,NA,NA,NA,NA,NA,430,41,11503,2020-01-26,2020-05,MT
Nebraska,2020,5,NA,4.76562,NA,NA,NA,NA,NA,NA,550,65,11541,2020-01-26,2020-05,NE
Nevada,2020,5,NA,1.67813,NA,NA,NA,NA,NA,NA,339,35,20201,2020-01-26,2020-05,NV
New Hampshire,2020,5,NA,4.38479,NA,NA,NA,NA,NA,NA,98,13,2235,2020-01-26,2020-05,NH
New Jersey,2020,5,NA,8.00663,NA,NA,NA,NA,NA,NA,2898,46,36195,2020-01-26,2020-05,NJ
New Mexico,2020,5,NA,8.1598,NA,NA,NA,NA,NA,NA,2163,49,26508,2020-01-26,2020-05,NM
New York,2020,5,NA,6.98259,NA,NA,NA,NA,NA,NA,4360,132,62441,2020-01-26,2020-05,NY
North Carolina,2020,5,NA,5.20219,NA,NA,NA,NA,NA,NA,5937,163,114125,2020-01-26,2020-05,NC
North Dakota,2020,5,NA,4.27967,NA,NA,NA,NA,NA,NA,172,14,4019,2020-01-26,2020-05,ND
Ohio,2020,5,NA,4.63134,NA,NA,NA,NA,NA,NA,826,48,17835,2020-01-26,2020-05,OH
Oklahoma,2020,5,NA,9.44322,NA,NA,NA,NA,NA,NA,943,27,9986,2020-01-26,2020-05,OK
Oregon,2020,5,NA,3.25902,NA,NA,NA,NA,NA,NA,1456,99,44676,2020-01-26,2020-05,OR
Pennsylvania,2020,5,NA,4.91394,NA,NA,NA,NA,NA,NA,2615,123,53216,2020-01-26,2020-05,PA
Rhode Island,2020,5,NA,8.39862,NA,NA,NA,NA,NA,NA,536,23,6382,2020-01-26,2020-05,RI
South Carolina,2020,5,NA,9.455,NA,NA,NA,NA,NA,NA,1289,25,13633,2020-01-26,2020-05,SC
South Dakota,2020,5,NA,3.7881,NA,NA,NA,NA,NA,NA,389,31,10269,2020-01-26,2020-05,SD
Tennessee,2020,5,NA,9.9699,NA,NA,NA,NA,NA,NA,4406,87,44193,2020-01-26,2020-05,TN
Texas,2020,5,NA,11.1758,NA,NA,NA,NA,NA,NA,3799,116,33993,2020-01-26,2020-05,TX
Utah,2020,5,NA,7.49461,NA,NA,NA,NA,NA,NA,1668,51,22256,2020-01-26,2020-05,UT
Vermont,2020,5,NA,5.40744,NA,NA,NA,NA,NA,NA,288,17,5326,2020-01-26,2020-05,VT
Virginia,2020,5,NA,7.94591,NA,NA,NA,NA,NA,NA,9043,164,113807,2020-01-26,2020-05,VA
Washington,2020,5,NA,4.69003,NA,NA,NA,NA,NA,NA,1044,55,22260,2020-01-26,2020-05,WA
West Virginia,2020,5,NA,8.15362,NA,NA,NA,NA,NA,NA,1380,53,16925,2020-01-26,2020-05,WV
Wisconsin,2020,5,NA,4.80407,NA,NA,NA,NA,NA,NA,1378,47,28684,2020-01-26,2020-05,WI
Wyoming,2020,5,NA,6.56263,NA,NA,NA,NA,NA,NA,307,19,4678,2020-01-26,2020-05,WY
Commonwealth of the Northern Mariana Islands,2020,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-26,2020-05,NA
Puerto Rico,2020,5,NA,10.453,NA,NA,NA,NA,NA,NA,420,10,4018,2020-01-26,2020-05,PR
Virgin Islands,2020,5,NA,4.29389,NA,NA,NA,NA,NA,NA,45,3,1048,2020-01-26,2020-05,VI
New York City,2020,5,NA,7.87635,NA,NA,NA,NA,NA,NA,8398,71,106623,2020-01-26,2020-05,NA
Alabama,2020,6,NA,9.17458,NA,NA,NA,NA,NA,NA,4785,100,52155,2020-02-02,2020-06,AL
Alaska,2020,6,NA,3.66472,NA,NA,NA,NA,NA,NA,195,17,5321,2020-02-02,2020-06,AK
Arizona,2020,6,NA,4.28514,NA,NA,NA,NA,NA,NA,749,30,17479,2020-02-02,2020-06,AZ
Arkansas,2020,6,NA,7.18162,NA,NA,NA,NA,NA,NA,397,16,5528,2020-02-02,2020-06,AR
California,2020,6,NA,5.1594,NA,NA,NA,NA,NA,NA,3397,121,65841,2020-02-02,2020-06,CA
Colorado,2020,6,NA,7.64491,NA,NA,NA,NA,NA,NA,2903,68,37973,2020-02-02,2020-06,CO
Connecticut,2020,6,NA,10.2091,NA,NA,NA,NA,NA,NA,5068,83,49642,2020-02-02,2020-06,CT
Delaware,2020,6,NA,1.05914,NA,NA,NA,NA,NA,NA,12,6,1133,2020-02-02,2020-06,DE
District of Columbia,2020,6,NA,2.76205,NA,NA,NA,NA,NA,NA,405,5,14663,2020-02-02,2020-06,DC
Florida,2020,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-02,2020-06,FL
Georgia,2020,6,NA,7.74506,NA,NA,NA,NA,NA,NA,6799,99,87785,2020-02-02,2020-06,GA
Hawaii,2020,6,NA,5.80233,NA,NA,NA,NA,NA,NA,209,23,3602,2020-02-02,2020-06,HI
Idaho,2020,6,NA,1.69082,NA,NA,NA,NA,NA,NA,28,8,1656,2020-02-02,2020-06,ID
Illinois,2020,6,NA,7.40166,NA,NA,NA,NA,NA,NA,6868,191,92790,2020-02-02,2020-06,IL
Indiana,2020,6,NA,6.49304,NA,NA,NA,NA,NA,NA,359,26,5529,2020-02-02,2020-06,IN
Iowa,2020,6,NA,3.9627,NA,NA,NA,NA,NA,NA,272,20,6864,2020-02-02,2020-06,IA
Kansas,2020,6,NA,8.43652,NA,NA,NA,NA,NA,NA,1240,32,14698,2020-02-02,2020-06,KS
Kentucky,2020,6,NA,11.0917,NA,NA,NA,NA,NA,NA,1459,40,13154,2020-02-02,2020-06,KY
Louisiana,2020,6,NA,10.5964,NA,NA,NA,NA,NA,NA,5334,99,50338,2020-02-02,2020-06,LA
Maine,2020,6,NA,5.26848,NA,NA,NA,NA,NA,NA,781,53,14824,2020-02-02,2020-06,ME
Maryland,2020,6,NA,6.83966,NA,NA,NA,NA,NA,NA,3756,74,54915,2020-02-02,2020-06,MD
Massachusetts,2020,6,NA,6.26648,NA,NA,NA,NA,NA,NA,4087,77,65220,2020-02-02,2020-06,MA
Michigan,2020,6,NA,4.11629,NA,NA,NA,NA,NA,NA,1127,84,27379,2020-02-02,2020-06,MI
Minnesota,2020,6,NA,5.52772,NA,NA,NA,NA,NA,NA,353,19,6386,2020-02-02,2020-06,MN
Mississippi,2020,6,NA,6.83356,NA,NA,NA,NA,NA,NA,1343,45,19653,2020-02-02,2020-06,MS
Missouri,2020,6,NA,9.09399,NA,NA,NA,NA,NA,NA,268,13,2947,2020-02-02,2020-06,MO
Montana,2020,6,NA,3.67587,NA,NA,NA,NA,NA,NA,450,43,12242,2020-02-02,2020-06,MT
Nebraska,2020,6,NA,5.00573,NA,NA,NA,NA,NA,NA,612,64,12226,2020-02-02,2020-06,NE
Nevada,2020,6,NA,1.72082,NA,NA,NA,NA,NA,NA,340,34,19758,2020-02-02,2020-06,NV
New Hampshire,2020,6,NA,4.83114,NA,NA,NA,NA,NA,NA,103,13,2132,2020-02-02,2020-06,NH
New Jersey,2020,6,NA,7.8717,NA,NA,NA,NA,NA,NA,2832,46,35977,2020-02-02,2020-06,NJ
New Mexico,2020,6,NA,7.7672,NA,NA,NA,NA,NA,NA,1771,47,22801,2020-02-02,2020-06,NM
New York,2020,6,NA,7.53945,NA,NA,NA,NA,NA,NA,4534,133,60137,2020-02-02,2020-06,NY
North Carolina,2020,6,NA,6.17641,NA,NA,NA,NA,NA,NA,7213,161,116783,2020-02-02,2020-06,NC
North Dakota,2020,6,NA,5.15701,NA,NA,NA,NA,NA,NA,202,13,3917,2020-02-02,2020-06,ND
Ohio,2020,6,NA,4.42722,NA,NA,NA,NA,NA,NA,788,50,17799,2020-02-02,2020-06,OH
Oklahoma,2020,6,NA,10.2479,NA,NA,NA,NA,NA,NA,1013,28,9885,2020-02-02,2020-06,OK
Oregon,2020,6,NA,3.02927,NA,NA,NA,NA,NA,NA,1330,98,43905,2020-02-02,2020-06,OR
Pennsylvania,2020,6,NA,5.07815,NA,NA,NA,NA,NA,NA,2700,127,53169,2020-02-02,2020-06,PA
Rhode Island,2020,6,NA,9.11474,NA,NA,NA,NA,NA,NA,591,23,6484,2020-02-02,2020-06,RI
South Carolina,2020,6,NA,12.5783,NA,NA,NA,NA,NA,NA,1766,25,14040,2020-02-02,2020-06,SC
South Dakota,2020,6,NA,4.05405,NA,NA,NA,NA,NA,NA,417,31,10286,2020-02-02,2020-06,SD
Tennessee,2020,6,NA,9.40351,NA,NA,NA,NA,NA,NA,4206,88,44728,2020-02-02,2020-06,TN
Texas,2020,6,NA,10.7808,NA,NA,NA,NA,NA,NA,3090,117,28662,2020-02-02,2020-06,TX
Utah,2020,6,NA,7.27637,NA,NA,NA,NA,NA,NA,1491,51,20491,2020-02-02,2020-06,UT
Vermont,2020,6,NA,5.22403,NA,NA,NA,NA,NA,NA,260,17,4977,2020-02-02,2020-06,VT
Virginia,2020,6,NA,8.92799,NA,NA,NA,NA,NA,NA,10382,162,116286,2020-02-02,2020-06,VA
Washington,2020,6,NA,4.19065,NA,NA,NA,NA,NA,NA,910,55,21715,2020-02-02,2020-06,WA
West Virginia,2020,6,NA,8.20925,NA,NA,NA,NA,NA,NA,1439,50,17529,2020-02-02,2020-06,WV
Wisconsin,2020,6,NA,5.0445,NA,NA,NA,NA,NA,NA,1434,45,28427,2020-02-02,2020-06,WI
Wyoming,2020,6,NA,5.94193,NA,NA,NA,NA,NA,NA,264,19,4443,2020-02-02,2020-06,WY
Commonwealth of the Northern Mariana Islands,2020,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-02,2020-06,NA
Puerto Rico,2020,6,NA,11.268,NA,NA,NA,NA,NA,NA,439,9,3896,2020-02-02,2020-06,PR
Virgin Islands,2020,6,NA,2.22222,NA,NA,NA,NA,NA,NA,18,3,810,2020-02-02,2020-06,VI
New York City,2020,6,NA,7.14442,NA,NA,NA,NA,NA,NA,7860,77,110016,2020-02-02,2020-06,NA
Alabama,2020,7,NA,7.54011,NA,NA,NA,NA,NA,NA,3750,100,49734,2020-02-09,2020-07,AL
Alaska,2020,7,NA,3.48259,NA,NA,NA,NA,NA,NA,182,17,5226,2020-02-09,2020-07,AK
Arizona,2020,7,NA,3.37157,NA,NA,NA,NA,NA,NA,582,29,17262,2020-02-09,2020-07,AZ
Arkansas,2020,7,NA,7.81084,NA,NA,NA,NA,NA,NA,441,17,5646,2020-02-09,2020-07,AR
California,2020,7,NA,4.90801,NA,NA,NA,NA,NA,NA,2881,123,58700,2020-02-09,2020-07,CA
Colorado,2020,7,NA,6.36278,NA,NA,NA,NA,NA,NA,2373,68,37295,2020-02-09,2020-07,CO
Connecticut,2020,7,NA,8.98529,NA,NA,NA,NA,NA,NA,4153,83,46220,2020-02-09,2020-07,CT
Delaware,2020,7,NA,2.70078,NA,NA,NA,NA,NA,NA,38,7,1407,2020-02-09,2020-07,DE
District of Columbia,2020,7,NA,3.33883,NA,NA,NA,NA,NA,NA,466,4,13957,2020-02-09,2020-07,DC
Florida,2020,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-09,2020-07,FL
Georgia,2020,7,NA,6.08684,NA,NA,NA,NA,NA,NA,5083,98,83508,2020-02-09,2020-07,GA
Hawaii,2020,7,NA,4.97418,NA,NA,NA,NA,NA,NA,183,23,3679,2020-02-09,2020-07,HI
Idaho,2020,7,NA,1.52672,NA,NA,NA,NA,NA,NA,22,6,1441,2020-02-09,2020-07,ID
Illinois,2020,7,NA,6.66041,NA,NA,NA,NA,NA,NA,5960,192,89484,2020-02-09,2020-07,IL
Indiana,2020,7,NA,6.12909,NA,NA,NA,NA,NA,NA,320,26,5221,2020-02-09,2020-07,IN
Iowa,2020,7,NA,4.84661,NA,NA,NA,NA,NA,NA,297,19,6128,2020-02-09,2020-07,IA
Kansas,2020,7,NA,8.0643,NA,NA,NA,NA,NA,NA,1179,32,14620,2020-02-09,2020-07,KS
Kentucky,2020,7,NA,9.69763,NA,NA,NA,NA,NA,NA,1161,37,11972,2020-02-09,2020-07,KY
Louisiana,2020,7,NA,10.0721,NA,NA,NA,NA,NA,NA,4984,98,49483,2020-02-09,2020-07,LA
Maine,2020,7,NA,5.07957,NA,NA,NA,NA,NA,NA,798,53,15710,2020-02-09,2020-07,ME
Maryland,2020,7,NA,5.98801,NA,NA,NA,NA,NA,NA,3177,72,53056,2020-02-09,2020-07,MD
Massachusetts,2020,7,NA,5.26225,NA,NA,NA,NA,NA,NA,3338,76,63433,2020-02-09,2020-07,MA
Michigan,2020,7,NA,4.03701,NA,NA,NA,NA,NA,NA,1021,83,25291,2020-02-09,2020-07,MI
Minnesota,2020,7,NA,6.43925,NA,NA,NA,NA,NA,NA,336,17,5218,2020-02-09,2020-07,MN
Mississippi,2020,7,NA,6.28839,NA,NA,NA,NA,NA,NA,1116,42,17747,2020-02-09,2020-07,MS
Missouri,2020,7,NA,6.71494,NA,NA,NA,NA,NA,NA,204,13,3038,2020-02-09,2020-07,MO
Montana,2020,7,NA,3.75749,NA,NA,NA,NA,NA,NA,445,42,11843,2020-02-09,2020-07,MT
Nebraska,2020,7,NA,5.17448,NA,NA,NA,NA,NA,NA,605,64,11692,2020-02-09,2020-07,NE
Nevada,2020,7,NA,1.96332,NA,NA,NA,NA,NA,NA,380,33,19355,2020-02-09,2020-07,NV
New Hampshire,2020,7,NA,5.81449,NA,NA,NA,NA,NA,NA,126,13,2167,2020-02-09,2020-07,NH
New Jersey,2020,7,NA,6.62032,NA,NA,NA,NA,NA,NA,2257,46,34092,2020-02-09,2020-07,NJ
New Mexico,2020,7,NA,6.55241,NA,NA,NA,NA,NA,NA,1449,46,22114,2020-02-09,2020-07,NM
New York,2020,7,NA,6.26294,NA,NA,NA,NA,NA,NA,3630,132,57960,2020-02-09,2020-07,NY
North Carolina,2020,7,NA,5.32162,NA,NA,NA,NA,NA,NA,5969,164,112165,2020-02-09,2020-07,NC
North Dakota,2020,7,NA,7.64453,NA,NA,NA,NA,NA,NA,160,10,2093,2020-02-09,2020-07,ND
Ohio,2020,7,NA,3.72543,NA,NA,NA,NA,NA,NA,635,48,17045,2020-02-09,2020-07,OH
Oklahoma,2020,7,NA,9.53689,NA,NA,NA,NA,NA,NA,972,27,10192,2020-02-09,2020-07,OK
Oregon,2020,7,NA,3.22986,NA,NA,NA,NA,NA,NA,1438,98,44522,2020-02-09,2020-07,OR
Pennsylvania,2020,7,NA,4.33477,NA,NA,NA,NA,NA,NA,3176,127,73268,2020-02-09,2020-07,PA
Rhode Island,2020,7,NA,9.02184,NA,NA,NA,NA,NA,NA,570,23,6318,2020-02-09,2020-07,RI
South Carolina,2020,7,NA,10.1884,NA,NA,NA,NA,NA,NA,1363,25,13378,2020-02-09,2020-07,SC
South Dakota,2020,7,NA,4.11494,NA,NA,NA,NA,NA,NA,421,32,10231,2020-02-09,2020-07,SD
Tennessee,2020,7,NA,7.10717,NA,NA,NA,NA,NA,NA,2945,86,41437,2020-02-09,2020-07,TN
Texas,2020,7,NA,9.62965,NA,NA,NA,NA,NA,NA,3076,114,31943,2020-02-09,2020-07,TX
Utah,2020,7,NA,5.89246,NA,NA,NA,NA,NA,NA,1200,51,20365,2020-02-09,2020-07,UT
Vermont,2020,7,NA,5.07813,NA,NA,NA,NA,NA,NA,273,17,5376,2020-02-09,2020-07,VT
Virginia,2020,7,NA,8.31635,NA,NA,NA,NA,NA,NA,9469,163,113860,2020-02-09,2020-07,VA
Washington,2020,7,NA,4.01499,NA,NA,NA,NA,NA,NA,889,55,22142,2020-02-09,2020-07,WA
West Virginia,2020,7,NA,6.11674,NA,NA,NA,NA,NA,NA,1027,50,16790,2020-02-09,2020-07,WV
Wisconsin,2020,7,NA,5.11657,NA,NA,NA,NA,NA,NA,1387,45,27108,2020-02-09,2020-07,WI
Wyoming,2020,7,NA,4.73506,NA,NA,NA,NA,NA,NA,210,18,4435,2020-02-09,2020-07,WY
Commonwealth of the Northern Mariana Islands,2020,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-09,2020-07,NA
Puerto Rico,2020,7,NA,11.6403,NA,NA,NA,NA,NA,NA,457,9,3926,2020-02-09,2020-07,PR
Virgin Islands,2020,7,NA,2.55034,NA,NA,NA,NA,NA,NA,19,3,745,2020-02-09,2020-07,VI
New York City,2020,7,NA,6.00549,NA,NA,NA,NA,NA,NA,6013,65,100125,2020-02-09,2020-07,NA
Alabama,2020,8,NA,8.0918,NA,NA,NA,NA,NA,NA,1703,99,21046,2020-02-16,2020-08,AL
Alaska,2020,8,NA,7.063,NA,NA,NA,NA,NA,NA,398,16,5635,2020-02-16,2020-08,AK
Arizona,2020,8,NA,4.15216,NA,NA,NA,NA,NA,NA,632,29,15221,2020-02-16,2020-08,AZ
Arkansas,2020,8,NA,6.35782,NA,NA,NA,NA,NA,NA,328,16,5159,2020-02-16,2020-08,AR
California,2020,8,NA,4.61974,NA,NA,NA,NA,NA,NA,2759,126,59722,2020-02-16,2020-08,CA
Colorado,2020,8,NA,5.7215,NA,NA,NA,NA,NA,NA,2086,68,36459,2020-02-16,2020-08,CO
Connecticut,2020,8,NA,7.78858,NA,NA,NA,NA,NA,NA,3510,87,45066,2020-02-16,2020-08,CT
Delaware,2020,8,NA,3.74065,NA,NA,NA,NA,NA,NA,45,7,1203,2020-02-16,2020-08,DE
District of Columbia,2020,8,NA,2.41262,NA,NA,NA,NA,NA,NA,283,4,11730,2020-02-16,2020-08,DC
Florida,2020,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-16,2020-08,FL
Georgia,2020,8,NA,5.15198,NA,NA,NA,NA,NA,NA,4195,100,81425,2020-02-16,2020-08,GA
Hawaii,2020,8,NA,4.94721,NA,NA,NA,NA,NA,NA,164,22,3315,2020-02-16,2020-08,HI
Idaho,2020,8,NA,1.77936,NA,NA,NA,NA,NA,NA,25,7,1405,2020-02-16,2020-08,ID
Illinois,2020,8,NA,6.25951,NA,NA,NA,NA,NA,NA,5595,186,89384,2020-02-16,2020-08,IL
Indiana,2020,8,NA,5.70947,NA,NA,NA,NA,NA,NA,305,25,5342,2020-02-16,2020-08,IN
Iowa,2020,8,NA,4.32607,NA,NA,NA,NA,NA,NA,294,20,6796,2020-02-16,2020-08,IA
Kansas,2020,8,NA,7.5288,NA,NA,NA,NA,NA,NA,1098,32,14584,2020-02-16,2020-08,KS
Kentucky,2020,8,NA,8.19465,NA,NA,NA,NA,NA,NA,1103,43,13460,2020-02-16,2020-08,KY
Louisiana,2020,8,NA,9.96842,NA,NA,NA,NA,NA,NA,4892,99,49075,2020-02-16,2020-08,LA
Maine,2020,8,NA,4.81577,NA,NA,NA,NA,NA,NA,745,53,15470,2020-02-16,2020-08,ME
Maryland,2020,8,NA,5.32876,NA,NA,NA,NA,NA,NA,2796,73,52470,2020-02-16,2020-08,MD
Massachusetts,2020,8,NA,4.7437,NA,NA,NA,NA,NA,NA,2680,75,56496,2020-02-16,2020-08,MA
Michigan,2020,8,NA,3.25652,NA,NA,NA,NA,NA,NA,814,82,24996,2020-02-16,2020-08,MI
Minnesota,2020,8,NA,5.20047,NA,NA,NA,NA,NA,NA,310,17,5961,2020-02-16,2020-08,MN
Mississippi,2020,8,NA,5.63008,NA,NA,NA,NA,NA,NA,1066,46,18934,2020-02-16,2020-08,MS
Missouri,2020,8,NA,6.21631,NA,NA,NA,NA,NA,NA,173,12,2783,2020-02-16,2020-08,MO
Montana,2020,8,NA,3.58841,NA,NA,NA,NA,NA,NA,400,42,11147,2020-02-16,2020-08,MT
Nebraska,2020,8,NA,5.0326,NA,NA,NA,NA,NA,NA,602,65,11962,2020-02-16,2020-08,NE
Nevada,2020,8,NA,1.72642,NA,NA,NA,NA,NA,NA,339,33,19636,2020-02-16,2020-08,NV
New Hampshire,2020,8,NA,4.85481,NA,NA,NA,NA,NA,NA,107,13,2204,2020-02-16,2020-08,NH
New Jersey,2020,8,NA,6.14703,NA,NA,NA,NA,NA,NA,1955,44,31804,2020-02-16,2020-08,NJ
New Mexico,2020,8,NA,5.52673,NA,NA,NA,NA,NA,NA,1310,47,23703,2020-02-16,2020-08,NM
New York,2020,8,NA,4.86381,NA,NA,NA,NA,NA,NA,2575,131,52942,2020-02-16,2020-08,NY
North Carolina,2020,8,NA,4.7552,NA,NA,NA,NA,NA,NA,5029,161,105758,2020-02-16,2020-08,NC
North Dakota,2020,8,NA,3.68876,NA,NA,NA,NA,NA,NA,64,15,1735,2020-02-16,2020-08,ND
Ohio,2020,8,NA,3.18661,NA,NA,NA,NA,NA,NA,535,48,16789,2020-02-16,2020-08,OH
Oklahoma,2020,8,NA,8.76319,NA,NA,NA,NA,NA,NA,880,26,10042,2020-02-16,2020-08,OK
Oregon,2020,8,NA,2.98257,NA,NA,NA,NA,NA,NA,1371,99,45967,2020-02-16,2020-08,OR
Pennsylvania,2020,8,NA,4.00685,NA,NA,NA,NA,NA,NA,2107,126,52585,2020-02-16,2020-08,PA
Rhode Island,2020,8,NA,7.74661,NA,NA,NA,NA,NA,NA,428,23,5525,2020-02-16,2020-08,RI
South Carolina,2020,8,NA,7.85213,NA,NA,NA,NA,NA,NA,839,25,10685,2020-02-16,2020-08,SC
South Dakota,2020,8,NA,3.38791,NA,NA,NA,NA,NA,NA,358,31,10567,2020-02-16,2020-08,SD
Tennessee,2020,8,NA,6.25932,NA,NA,NA,NA,NA,NA,1889,89,30179,2020-02-16,2020-08,TN
Texas,2020,8,NA,8.96708,NA,NA,NA,NA,NA,NA,2890,115,32229,2020-02-16,2020-08,TX
Utah,2020,8,NA,6.8054,NA,NA,NA,NA,NA,NA,1380,51,20278,2020-02-16,2020-08,UT
Vermont,2020,8,NA,4.29665,NA,NA,NA,NA,NA,NA,219,16,5097,2020-02-16,2020-08,VT
Virginia,2020,8,NA,7.60399,NA,NA,NA,NA,NA,NA,8444,163,111047,2020-02-16,2020-08,VA
Washington,2020,8,NA,4.01273,NA,NA,NA,NA,NA,NA,807,52,20111,2020-02-16,2020-08,WA
West Virginia,2020,8,NA,5.07737,NA,NA,NA,NA,NA,NA,863,53,16997,2020-02-16,2020-08,WV
Wisconsin,2020,8,NA,5.22281,NA,NA,NA,NA,NA,NA,1458,46,27916,2020-02-16,2020-08,WI
Wyoming,2020,8,NA,4.31704,NA,NA,NA,NA,NA,NA,189,18,4378,2020-02-16,2020-08,WY
Commonwealth of the Northern Mariana Islands,2020,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-02-16,2020-08,NA
Puerto Rico,2020,8,NA,11.5885,NA,NA,NA,NA,NA,NA,472,9,4073,2020-02-16,2020-08,PR
Virgin Islands,2020,8,NA,1.89445,NA,NA,NA,NA,NA,NA,14,3,739,2020-02-16,2020-08,VI
New York City,2020,8,NA,4.71153,NA,NA,NA,NA,NA,NA,4325,69,91796,2020-02-16,2020-08,NA
Alabama,2020,9,NA,6.04229,NA,NA,NA,NA,NA,NA,2849,100,47151,2020-02-23,2020-09,AL
Alaska,2020,9,NA,4.19678,NA,NA,NA,NA,NA,NA,180,16,4289,2020-02-23,2020-09,AK
Arizona,2020,9,NA,3.00803,NA,NA,NA,NA,NA,NA,446,27,14827,2020-02-23,2020-09,AZ
Arkansas,2020,9,NA,9.98863,NA,NA,NA,NA,NA,NA,527,14,5276,2020-02-23,2020-09,AR
California,2020,9,NA,4.30803,NA,NA,NA,NA,NA,NA,2749,120,63811,2020-02-23,2020-09,CA
Colorado,2020,9,NA,5.40683,NA,NA,NA,NA,NA,NA,2046,68,37841,2020-02-23,2020-09,CO
