seasonid,baseline,threshold,percent_pni,percent_complete,number_influenza,number_pneumonia,all_deaths,total_pni,week,geo_description,age_label,wk_start,wk_end,week_nr,mmwrid,coverage_area,state_name,callout,year,week_yr,state
59,NA,NA,0.061,1,0,19,314,19,44,State,All,2019-10-27,2019-11-02,44,3018,state,Maine,At or Above Threshold,2019,2019-44,ME
59,NA,NA,0.061,1,0,17,278,17,45,State,All,2019-11-03,2019-11-09,45,3019,state,Maine,At or Above Threshold,2019,2019-45,ME
59,NA,NA,0.065,1,0,21,321,21,46,State,All,2019-11-10,2019-11-16,46,3020,state,Maine,At or Above Threshold,2019,2019-46,ME
59,NA,NA,0.074,1,0,22,296,22,47,State,All,2019-11-17,2019-11-23,47,3021,state,Maine,At or Above Threshold,2019,2019-47,ME
59,NA,NA,0.077,1,1,21,287,22,48,State,All,2019-11-24,2019-11-30,48,3022,state,Maine,At or Above Threshold,2019,2019-48,ME
59,NA,NA,0.073,1,0,21,289,21,49,State,All,2019-12-01,2019-12-07,49,3023,state,Maine,At or Above Threshold,2019,2019-49,ME
59,NA,NA,0.083,1,0,25,303,25,50,State,All,2019-12-08,2019-12-14,50,3024,state,Maine,At or Above Threshold,2019,2019-50,ME
59,NA,NA,0.076,1,1,20,278,21,51,State,All,2019-12-15,2019-12-21,51,3025,state,Maine,At or Above Threshold,2019,2019-51,ME
59,NA,NA,0.079,1,5,18,291,23,52,State,All,2019-12-22,2019-12-28,52,3026,state,Maine,At or Above Threshold,2019,2019-52,ME
59,NA,NA,0.068,1,0,22,325,22,1,State,All,2019-12-29,2020-01-04,1,3027,state,Maine,At or Above Threshold,2019,2019-01,ME
59,NA,NA,0.067,1,2,20,329,22,2,State,All,2020-01-05,2020-01-11,2,3028,state,Maine,At or Above Threshold,2020,2020-2,ME
59,NA,NA,0.092,1,0,28,303,28,3,State,All,2020-01-12,2020-01-18,3,3029,state,Maine,At or Above Threshold,2020,2020-3,ME
59,NA,NA,0.096,1,2,28,314,30,4,State,All,2020-01-19,2020-01-25,4,3030,state,Maine,At or Above Threshold,2020,2020-4,ME
59,NA,NA,0.084,1,3,22,296,25,5,State,All,2020-01-26,2020-02-01,5,3031,state,Maine,At or Above Threshold,2020,2020-5,ME
59,NA,NA,0.11,1,7,29,327,36,6,State,All,2020-02-02,2020-02-08,6,3032,state,Maine,At or Above Threshold,2020,2020-6,ME
59,NA,NA,0.079,1,3,23,330,26,7,State,All,2020-02-09,2020-02-15,7,3033,state,Maine,At or Above Threshold,2020,2020-7,ME
59,NA,NA,0.066,1,1,19,304,20,8,State,All,2020-02-16,2020-02-22,8,3034,state,Maine,At or Above Threshold,2020,2020-8,ME
59,NA,NA,0.101,1,5,25,296,30,9,State,All,2020-02-23,2020-02-29,9,3035,state,Maine,At or Above Threshold,2020,2020-9,ME
59,NA,NA,0.1,1,2,29,310,31,10,State,All,2020-03-01,2020-03-07,10,3036,state,Maine,At or Above Threshold,2020,2020-10,ME
59,NA,NA,0.04,0.997,1,35,904,36,40,State,All,2019-09-29,2019-10-05,40,3014,state,Maryland,At or Above Threshold,2019,2019-40,MD
59,NA,NA,0.046,1,0,43,941,43,41,State,All,2019-10-06,2019-10-12,41,3015,state,Maryland,At or Above Threshold,2019,2019-41,MD
59,NA,NA,0.045,1,2,42,984,44,42,State,All,2019-10-13,2019-10-19,42,3016,state,Maryland,At or Above Threshold,2019,2019-42,MD
59,NA,NA,0.061,1,0,60,979,60,43,State,All,2019-10-20,2019-10-26,43,3017,state,Maryland,At or Above Threshold,2019,2019-43,MD
59,NA,NA,0.048,1,0,46,964,46,44,State,All,2019-10-27,2019-11-02,44,3018,state,Maryland,At or Above Threshold,2019,2019-44,MD
59,NA,NA,0.068,1,0,69,1021,69,45,State,All,2019-11-03,2019-11-09,45,3019,state,Maryland,At or Above Threshold,2019,2019-45,MD
59,NA,NA,0.051,1,0,53,1031,53,46,State,All,2019-11-10,2019-11-16,46,3020,state,Maryland,At or Above Threshold,2019,2019-46,MD
59,NA,NA,0.064,1,1,67,1063,68,47,State,All,2019-11-17,2019-11-23,47,3021,state,Maryland,At or Above Threshold,2019,2019-47,MD
59,NA,NA,0.055,1,2,54,1023,56,48,State,All,2019-11-24,2019-11-30,48,3022,state,Maryland,At or Above Threshold,2019,2019-48,MD
59,NA,NA,0.057,1,0,56,979,56,49,State,All,2019-12-01,2019-12-07,49,3023,state,Maryland,At or Above Threshold,2019,2019-49,MD
59,NA,NA,0.065,1,0,66,1008,66,50,State,All,2019-12-08,2019-12-14,50,3024,state,Maryland,At or Above Threshold,2019,2019-50,MD
59,NA,NA,0.061,1,0,60,980,60,51,State,All,2019-12-15,2019-12-21,51,3025,state,Maryland,At or Above Threshold,2019,2019-51,MD
59,NA,NA,0.066,1,3,67,1060,70,52,State,All,2019-12-22,2019-12-28,52,3026,state,Maryland,At or Above Threshold,2019,2019-52,MD
59,NA,NA,0.094,1,11,89,1065,100,1,State,All,2019-12-29,2020-01-04,1,3027,state,Maryland,At or Above Threshold,2019,2019-01,MD
59,NA,NA,0.083,1,3,86,1069,89,2,State,All,2020-01-05,2020-01-11,2,3028,state,Maryland,At or Above Threshold,2020,2020-2,MD
59,NA,NA,0.094,1,3,91,997,94,3,State,All,2020-01-12,2020-01-18,3,3029,state,Maryland,At or Above Threshold,2020,2020-3,MD
59,NA,NA,0.066,1,8,60,1027,68,4,State,All,2020-01-19,2020-01-25,4,3030,state,Maryland,At or Above Threshold,2020,2020-4,MD
59,NA,NA,0.074,1,9,67,1028,76,5,State,All,2020-01-26,2020-02-01,5,3031,state,Maryland,At or Above Threshold,2020,2020-5,MD
59,NA,NA,0.068,1,8,60,1005,68,6,State,All,2020-02-02,2020-02-08,6,3032,state,Maryland,At or Above Threshold,2020,2020-6,MD
59,NA,NA,0.085,1,12,74,1007,86,7,State,All,2020-02-09,2020-02-15,7,3033,state,Maryland,At or Above Threshold,2020,2020-7,MD
59,NA,NA,0.072,1,5,63,938,68,8,State,All,2020-02-16,2020-02-22,8,3034,state,Maryland,At or Above Threshold,2020,2020-8,MD
59,NA,NA,0.073,1,10,63,1003,73,9,State,All,2020-02-23,2020-02-29,9,3035,state,Maryland,At or Above Threshold,2020,2020-9,MD
59,NA,NA,0.087,0.923,9,64,837,73,10,State,All,2020-03-01,2020-03-07,10,3036,state,Maryland,At or Above Threshold,2020,2020-10,MD
59,NA,NA,0.07,1,0,77,1105,77,40,State,All,2019-09-29,2019-10-05,40,3014,state,Massachusetts,At or Above Threshold,2019,2019-40,MA
59,NA,NA,0.065,1,0,70,1079,70,41,State,All,2019-10-06,2019-10-12,41,3015,state,Massachusetts,At or Above Threshold,2019,2019-41,MA
59,NA,NA,0.062,1,0,69,1107,69,42,State,All,2019-10-13,2019-10-19,42,3016,state,Massachusetts,At or Above Threshold,2019,2019-42,MA
59,NA,NA,0.057,1,0,65,1134,65,43,State,All,2019-10-20,2019-10-26,43,3017,state,Massachusetts,At or Above Threshold,2019,2019-43,MA
59,NA,NA,0.052,0.994,0,56,1071,56,44,State,All,2019-10-27,2019-11-02,44,3018,state,Massachusetts,At or Above Threshold,2019,2019-44,MA
59,NA,NA,0.061,1,0,66,1087,66,45,State,All,2019-11-03,2019-11-09,45,3019,state,Massachusetts,At or Above Threshold,2019,2019-45,MA
59,NA,NA,0.063,1,0,70,1113,70,46,State,All,2019-11-10,2019-11-16,46,3020,state,Massachusetts,At or Above Threshold,2019,2019-46,MA
59,NA,NA,0.067,1,0,82,1222,82,47,State,All,2019-11-17,2019-11-23,47,3021,state,Massachusetts,At or Above Threshold,2019,2019-47,MA
59,NA,NA,0.053,1,1,61,1178,62,48,State,All,2019-11-24,2019-11-30,48,3022,state,Massachusetts,At or Above Threshold,2019,2019-48,MA
59,NA,NA,0.071,1,0,87,1233,87,49,State,All,2019-12-01,2019-12-07,49,3023,state,Massachusetts,At or Above Threshold,2019,2019-49,MA
59,NA,NA,0.056,1,0,66,1170,66,50,State,All,2019-12-08,2019-12-14,50,3024,state,Massachusetts,At or Above Threshold,2019,2019-50,MA
59,NA,NA,0.07,1,1,77,1119,78,51,State,All,2019-12-15,2019-12-21,51,3025,state,Massachusetts,At or Above Threshold,2019,2019-51,MA
59,NA,NA,0.062,1,0,74,1194,74,52,State,All,2019-12-22,2019-12-28,52,3026,state,Massachusetts,At or Above Threshold,2019,2019-52,MA
59,NA,NA,0.08,1,4,93,1209,97,1,State,All,2019-12-29,2020-01-04,1,3027,state,Massachusetts,At or Above Threshold,2019,2019-01,MA
59,NA,NA,0.062,1,8,68,1228,76,2,State,All,2020-01-05,2020-01-11,2,3028,state,Massachusetts,At or Above Threshold,2020,2020-2,MA
59,NA,NA,0.087,1,11,89,1155,100,3,State,All,2020-01-12,2020-01-18,3,3029,state,Massachusetts,At or Above Threshold,2020,2020-3,MA
59,NA,NA,0.072,1,14,79,1286,93,4,State,All,2020-01-19,2020-01-25,4,3030,state,Massachusetts,At or Above Threshold,2020,2020-4,MA
59,NA,NA,0.097,1,15,99,1175,114,5,State,All,2020-01-26,2020-02-01,5,3031,state,Massachusetts,At or Above Threshold,2020,2020-5,MA
59,NA,NA,0.084,1,11,91,1219,102,6,State,All,2020-02-02,2020-02-08,6,3032,state,Massachusetts,At or Above Threshold,2020,2020-6,MA
59,NA,NA,0.081,1,12,87,1219,99,7,State,All,2020-02-09,2020-02-15,7,3033,state,Massachusetts,At or Above Threshold,2020,2020-7,MA
59,NA,NA,0.09,1,15,88,1140,103,8,State,All,2020-02-16,2020-02-22,8,3034,state,Massachusetts,At or Above Threshold,2020,2020-8,MA
59,NA,NA,0.092,1,19,93,1219,112,9,State,All,2020-02-23,2020-02-29,9,3035,state,Massachusetts,At or Above Threshold,2020,2020-9,MA
59,NA,NA,0.075,0.945,11,65,1019,76,10,State,All,2020-03-01,2020-03-07,10,3036,state,Massachusetts,At or Above Threshold,2020,2020-10,MA
59,NA,NA,0.057,1,0,104,1830,104,40,State,All,2019-09-29,2019-10-05,40,3014,state,Michigan,At or Above Threshold,2019,2019-40,MI
59,NA,NA,0.048,1,1,87,1832,88,41,State,All,2019-10-06,2019-10-12,41,3015,state,Michigan,At or Above Threshold,2019,2019-41,MI
59,NA,NA,0.043,1,0,84,1961,84,42,State,All,2019-10-13,2019-10-19,42,3016,state,Michigan,At or Above Threshold,2019,2019-42,MI
59,NA,NA,0.047,1,0,90,1923,90,43,State,All,2019-10-20,2019-10-26,43,3017,state,Michigan,At or Above Threshold,2019,2019-43,MI
59,NA,NA,0.048,1,0,94,1940,94,44,State,All,2019-10-27,2019-11-02,44,3018,state,Michigan,At or Above Threshold,2019,2019-44,MI
59,NA,NA,0.052,1,0,103,1968,103,45,State,All,2019-11-03,2019-11-09,45,3019,state,Michigan,At or Above Threshold,2019,2019-45,MI
59,NA,NA,0.06,1,0,119,1977,119,46,State,All,2019-11-10,2019-11-16,46,3020,state,Michigan,At or Above Threshold,2019,2019-46,MI
59,NA,NA,0.049,1,2,95,1974,97,47,State,All,2019-11-17,2019-11-23,47,3021,state,Michigan,At or Above Threshold,2019,2019-47,MI
59,NA,NA,0.051,1,0,100,1954,100,48,State,All,2019-11-24,2019-11-30,48,3022,state,Michigan,At or Above Threshold,2019,2019-48,MI
59,NA,NA,0.046,1,1,91,1985,92,49,State,All,2019-12-01,2019-12-07,49,3023,state,Michigan,At or Above Threshold,2019,2019-49,MI
59,NA,NA,0.055,1,2,108,2000,110,50,State,All,2019-12-08,2019-12-14,50,3024,state,Michigan,At or Above Threshold,2019,2019-50,MI
59,NA,NA,0.059,1,2,116,2016,118,51,State,All,2019-12-15,2019-12-21,51,3025,state,Michigan,At or Above Threshold,2019,2019-51,MI
59,NA,NA,0.061,1,5,112,1914,117,52,State,All,2019-12-22,2019-12-28,52,3026,state,Michigan,At or Above Threshold,2019,2019-52,MI
59,NA,NA,0.061,1,13,108,1996,121,1,State,All,2019-12-29,2020-01-04,1,3027,state,Michigan,At or Above Threshold,2019,2019-01,MI
59,NA,NA,0.068,1,11,129,2065,140,2,State,All,2020-01-05,2020-01-11,2,3028,state,Michigan,At or Above Threshold,2020,2020-2,MI
59,NA,NA,0.062,1,6,115,1947,121,3,State,All,2020-01-12,2020-01-18,3,3029,state,Michigan,At or Above Threshold,2020,2020-3,MI
59,NA,NA,0.055,1,7,103,1999,110,4,State,All,2020-01-19,2020-01-25,4,3030,state,Michigan,At or Above Threshold,2020,2020-4,MI
59,NA,NA,0.063,1,11,114,1993,125,5,State,All,2020-01-26,2020-02-01,5,3031,state,Michigan,At or Above Threshold,2020,2020-5,MI
59,NA,NA,0.072,1,8,131,1925,139,6,State,All,2020-02-02,2020-02-08,6,3032,state,Michigan,At or Above Threshold,2020,2020-6,MI
59,NA,NA,0.062,1,17,105,1981,122,7,State,All,2020-02-09,2020-02-15,7,3033,state,Michigan,At or Above Threshold,2020,2020-7,MI
59,NA,NA,0.075,1,25,127,2016,152,8,State,All,2020-02-16,2020-02-22,8,3034,state,Michigan,At or Above Threshold,2020,2020-8,MI
59,NA,NA,0.064,1,26,92,1840,118,9,State,All,2020-02-23,2020-02-29,9,3035,state,Michigan,At or Above Threshold,2020,2020-9,MI
59,NA,NA,0.065,0.882,17,87,1604,104,10,State,All,2020-03-01,2020-03-07,10,3036,state,Michigan,At or Above Threshold,2020,2020-10,MI
59,NA,NA,0.054,1,1,47,887,48,40,State,All,2019-09-29,2019-10-05,40,3014,state,Minnesota,At or Above Threshold,2019,2019-40,MN
59,NA,NA,0.048,1,0,44,914,44,41,State,All,2019-10-06,2019-10-12,41,3015,state,Minnesota,At or Above Threshold,2019,2019-41,MN
59,NA,NA,0.047,1,0,42,889,42,42,State,All,2019-10-13,2019-10-19,42,3016,state,Minnesota,At or Above Threshold,2019,2019-42,MN
59,NA,NA,0.073,1,1,61,850,62,43,State,All,2019-10-20,2019-10-26,43,3017,state,Minnesota,At or Above Threshold,2019,2019-43,MN
59,NA,NA,0.054,1,0,47,865,47,44,State,All,2019-10-27,2019-11-02,44,3018,state,Minnesota,At or Above Threshold,2019,2019-44,MN
59,NA,NA,0.072,1,0,62,866,62,45,State,All,2019-11-03,2019-11-09,45,3019,state,Minnesota,At or Above Threshold,2019,2019-45,MN
59,NA,NA,0.057,1,1,53,949,54,46,State,All,2019-11-10,2019-11-16,46,3020,state,Minnesota,At or Above Threshold,2019,2019-46,MN
59,NA,NA,0.058,1,0,52,899,52,47,State,All,2019-11-17,2019-11-23,47,3021,state,Minnesota,At or Above Threshold,2019,2019-47,MN
59,NA,NA,0.056,1,0,48,863,48,48,State,All,2019-11-24,2019-11-30,48,3022,state,Minnesota,At or Above Threshold,2019,2019-48,MN
59,NA,NA,0.058,1,1,53,926,54,49,State,All,2019-12-01,2019-12-07,49,3023,state,Minnesota,At or Above Threshold,2019,2019-49,MN
59,NA,NA,0.078,1,3,67,898,70,50,State,All,2019-12-08,2019-12-14,50,3024,state,Minnesota,At or Above Threshold,2019,2019-50,MN
59,NA,NA,0.059,1,2,54,950,56,51,State,All,2019-12-15,2019-12-21,51,3025,state,Minnesota,At or Above Threshold,2019,2019-51,MN
59,NA,NA,0.049,1,3,46,1002,49,52,State,All,2019-12-22,2019-12-28,52,3026,state,Minnesota,At or Above Threshold,2019,2019-52,MN
59,NA,NA,0.069,1,6,62,992,68,1,State,All,2019-12-29,2020-01-04,1,3027,state,Minnesota,At or Above Threshold,2019,2019-01,MN
59,NA,NA,0.072,1,9,59,944,68,2,State,All,2020-01-05,2020-01-11,2,3028,state,Minnesota,At or Above Threshold,2020,2020-2,MN
59,NA,NA,0.073,1,5,64,942,69,3,State,All,2020-01-12,2020-01-18,3,3029,state,Minnesota,At or Above Threshold,2020,2020-3,MN
59,NA,NA,0.081,1,5,71,941,76,4,State,All,2020-01-19,2020-01-25,4,3030,state,Minnesota,At or Above Threshold,2020,2020-4,MN
59,NA,NA,0.084,1,6,71,918,77,5,State,All,2020-01-26,2020-02-01,5,3031,state,Minnesota,At or Above Threshold,2020,2020-5,MN
59,NA,NA,0.073,1,9,56,892,65,6,State,All,2020-02-02,2020-02-08,6,3032,state,Minnesota,At or Above Threshold,2020,2020-6,MN
59,NA,NA,0.06,1,6,48,898,54,7,State,All,2020-02-09,2020-02-15,7,3033,state,Minnesota,At or Above Threshold,2020,2020-7,MN
59,NA,NA,0.086,1,11,63,857,74,8,State,All,2020-02-16,2020-02-22,8,3034,state,Minnesota,At or Above Threshold,2020,2020-8,MN
59,NA,NA,0.099,1,18,65,842,83,9,State,All,2020-02-23,2020-02-29,9,3035,state,Minnesota,At or Above Threshold,2020,2020-9,MN
59,NA,NA,0.093,0.898,15,53,728,68,10,State,All,2020-03-01,2020-03-07,10,3036,state,Minnesota,At or Above Threshold,2020,2020-10,MN
59,NA,NA,0.049,0.983,0,29,591,29,40,State,All,2019-09-29,2019-10-05,40,3014,state,Mississippi,At or Above Threshold,2019,2019-40,MS
59,NA,NA,0.079,0.987,1,46,593,47,41,State,All,2019-10-06,2019-10-12,41,3015,state,Mississippi,At or Above Threshold,2019,2019-41,MS
59,NA,NA,0.057,0.964,1,32,579,33,42,State,All,2019-10-13,2019-10-19,42,3016,state,Mississippi,At or Above Threshold,2019,2019-42,MS
59,NA,NA,0.065,1,0,39,604,39,43,State,All,2019-10-20,2019-10-26,43,3017,state,Mississippi,At or Above Threshold,2019,2019-43,MS
59,NA,NA,0.072,1,0,45,624,45,44,State,All,2019-10-27,2019-11-02,44,3018,state,Mississippi,At or Above Threshold,2019,2019-44,MS
59,NA,NA,0.073,1,0,47,647,47,45,State,All,2019-11-03,2019-11-09,45,3019,state,Mississippi,At or Above Threshold,2019,2019-45,MS
59,NA,NA,0.057,1,0,36,633,36,46,State,All,2019-11-10,2019-11-16,46,3020,state,Mississippi,At or Above Threshold,2019,2019-46,MS
59,NA,NA,0.059,1,1,37,649,38,47,State,All,2019-11-17,2019-11-23,47,3021,state,Mississippi,At or Above Threshold,2019,2019-47,MS
59,NA,NA,0.073,1,2,43,616,45,48,State,All,2019-11-24,2019-11-30,48,3022,state,Mississippi,At or Above Threshold,2019,2019-48,MS
59,NA,NA,0.076,1,2,48,659,50,49,State,All,2019-12-01,2019-12-07,49,3023,state,Mississippi,At or Above Threshold,2019,2019-49,MS
59,NA,NA,0.085,1,2,58,702,60,50,State,All,2019-12-08,2019-12-14,50,3024,state,Mississippi,At or Above Threshold,2019,2019-50,MS
59,NA,NA,0.078,1,2,51,678,53,51,State,All,2019-12-15,2019-12-21,51,3025,state,Mississippi,At or Above Threshold,2019,2019-51,MS
59,NA,NA,0.074,1,2,44,623,46,52,State,All,2019-12-22,2019-12-28,52,3026,state,Mississippi,At or Above Threshold,2019,2019-52,MS
59,NA,NA,0.094,1,2,61,670,63,1,State,All,2019-12-29,2020-01-04,1,3027,state,Mississippi,At or Above Threshold,2019,2019-01,MS
59,NA,NA,0.08,1,1,52,664,53,2,State,All,2020-01-05,2020-01-11,2,3028,state,Mississippi,At or Above Threshold,2020,2020-2,MS
59,NA,NA,0.074,1,2,45,635,47,3,State,All,2020-01-12,2020-01-18,3,3029,state,Mississippi,At or Above Threshold,2020,2020-3,MS
59,NA,NA,0.067,1,3,38,614,41,4,State,All,2020-01-19,2020-01-25,4,3030,state,Mississippi,At or Above Threshold,2020,2020-4,MS
59,NA,NA,0.083,1,2,50,623,52,5,State,All,2020-01-26,2020-02-01,5,3031,state,Mississippi,At or Above Threshold,2020,2020-5,MS
59,NA,NA,0.088,1,7,56,716,63,6,State,All,2020-02-02,2020-02-08,6,3032,state,Mississippi,At or Above Threshold,2020,2020-6,MS
59,NA,NA,0.091,1,4,54,634,58,7,State,All,2020-02-09,2020-02-15,7,3033,state,Mississippi,At or Above Threshold,2020,2020-7,MS
59,NA,NA,0.075,1,5,41,614,46,8,State,All,2020-02-16,2020-02-22,8,3034,state,Mississippi,At or Above Threshold,2020,2020-8,MS
59,NA,NA,0.101,1,9,54,623,63,9,State,All,2020-02-23,2020-02-29,9,3035,state,Mississippi,At or Above Threshold,2020,2020-9,MS
59,NA,NA,0.1,0.83,5,45,499,50,10,State,All,2020-03-01,2020-03-07,10,3036,state,Mississippi,At or Above Threshold,2020,2020-10,MS
59,NA,NA,0.047,0.975,0,52,1110,52,40,State,All,2019-09-29,2019-10-05,40,3014,state,Missouri,At or Above Threshold,2019,2019-40,MO
59,NA,NA,0.033,0.967,0,36,1100,36,41,State,All,2019-10-06,2019-10-12,41,3015,state,Missouri,At or Above Threshold,2019,2019-41,MO
59,NA,NA,0.053,1,1,60,1143,61,42,State,All,2019-10-13,2019-10-19,42,3016,state,Missouri,At or Above Threshold,2019,2019-42,MO
59,NA,NA,0.043,0.997,0,49,1134,49,43,State,All,2019-10-20,2019-10-26,43,3017,state,Missouri,At or Above Threshold,2019,2019-43,MO
59,NA,NA,0.055,1,1,66,1215,67,44,State,All,2019-10-27,2019-11-02,44,3018,state,Missouri,At or Above Threshold,2019,2019-44,MO
59,NA,NA,0.04,1,0,48,1192,48,45,State,All,2019-11-03,2019-11-09,45,3019,state,Missouri,At or Above Threshold,2019,2019-45,MO
59,NA,NA,0.051,1,0,65,1266,65,46,State,All,2019-11-10,2019-11-16,46,3020,state,Missouri,At or Above Threshold,2019,2019-46,MO
59,NA,NA,0.046,1,1,57,1268,58,47,State,All,2019-11-17,2019-11-23,47,3021,state,Missouri,At or Above Threshold,2019,2019-47,MO
59,NA,NA,0.046,1,5,51,1213,56,48,State,All,2019-11-24,2019-11-30,48,3022,state,Missouri,At or Above Threshold,2019,2019-48,MO
59,NA,NA,0.058,1,1,67,1171,68,49,State,All,2019-12-01,2019-12-07,49,3023,state,Missouri,At or Above Threshold,2019,2019-49,MO
59,NA,NA,0.06,1,2,70,1192,72,50,State,All,2019-12-08,2019-12-14,50,3024,state,Missouri,At or Above Threshold,2019,2019-50,MO
59,NA,NA,0.035,1,2,40,1190,42,51,State,All,2019-12-15,2019-12-21,51,3025,state,Missouri,At or Above Threshold,2019,2019-51,MO
59,NA,NA,0.048,1,1,59,1260,60,52,State,All,2019-12-22,2019-12-28,52,3026,state,Missouri,At or Above Threshold,2019,2019-52,MO
59,NA,NA,0.065,1,5,75,1238,80,1,State,All,2019-12-29,2020-01-04,1,3027,state,Missouri,At or Above Threshold,2019,2019-01,MO
59,NA,NA,0.067,1,9,74,1245,83,2,State,All,2020-01-05,2020-01-11,2,3028,state,Missouri,At or Above Threshold,2020,2020-2,MO
59,NA,NA,0.067,1,2,80,1217,82,3,State,All,2020-01-12,2020-01-18,3,3029,state,Missouri,At or Above Threshold,2020,2020-3,MO
59,NA,NA,0.065,1,8,73,1244,81,4,State,All,2020-01-19,2020-01-25,4,3030,state,Missouri,At or Above Threshold,2020,2020-4,MO
59,NA,NA,0.074,1,9,82,1227,91,5,State,All,2020-01-26,2020-02-01,5,3031,state,Missouri,At or Above Threshold,2020,2020-5,MO
59,NA,NA,0.061,1,4,68,1186,72,6,State,All,2020-02-02,2020-02-08,6,3032,state,Missouri,At or Above Threshold,2020,2020-6,MO
59,NA,NA,0.061,1,8,64,1186,72,7,State,All,2020-02-09,2020-02-15,7,3033,state,Missouri,At or Above Threshold,2020,2020-7,MO
59,NA,NA,0.07,0.997,24,55,1134,79,8,State,All,2020-02-16,2020-02-22,8,3034,state,Missouri,At or Above Threshold,2020,2020-8,MO
59,NA,NA,0.077,0.895,19,59,1019,78,9,State,All,2020-02-23,2020-02-29,9,3035,state,Missouri,At or Above Threshold,2020,2020-9,MO
59,NA,NA,0.076,0.704,16,45,801,61,10,State,All,2020-03-01,2020-03-07,10,3036,state,Missouri,At or Above Threshold,2020,2020-10,MO
59,NA,NA,0.063,1,0,13,207,13,40,State,All,2019-09-29,2019-10-05,40,3014,state,Montana,At or Above Threshold,2019,2019-40,MT
59,NA,NA,0.077,1,0,15,195,15,41,State,All,2019-10-06,2019-10-12,41,3015,state,Montana,At or Above Threshold,2019,2019-41,MT
59,NA,NA,0.034,1,0,7,203,7,42,State,All,2019-10-13,2019-10-19,42,3016,state,Montana,At or Above Threshold,2019,2019-42,MT
59,NA,NA,0.054,1,0,11,203,11,43,State,All,2019-10-20,2019-10-26,43,3017,state,Montana,At or Above Threshold,2019,2019-43,MT
59,NA,NA,0.059,0.999,0,11,186,11,44,State,All,2019-10-27,2019-11-02,44,3018,state,Montana,At or Above Threshold,2019,2019-44,MT
59,NA,NA,0.03,1,0,6,199,6,45,State,All,2019-11-03,2019-11-09,45,3019,state,Montana,At or Above Threshold,2019,2019-45,MT
59,NA,NA,0.058,1,0,11,191,11,46,State,All,2019-11-10,2019-11-16,46,3020,state,Montana,At or Above Threshold,2019,2019-46,MT
59,NA,NA,0.048,1,0,9,188,9,47,State,All,2019-11-17,2019-11-23,47,3021,state,Montana,At or Above Threshold,2019,2019-47,MT
59,NA,NA,0.057,1,1,10,192,11,48,State,All,2019-11-24,2019-11-30,48,3022,state,Montana,At or Above Threshold,2019,2019-48,MT
59,NA,NA,0.066,1,0,15,226,15,49,State,All,2019-12-01,2019-12-07,49,3023,state,Montana,At or Above Threshold,2019,2019-49,MT
59,NA,NA,0.054,1,1,10,202,11,50,State,All,2019-12-08,2019-12-14,50,3024,state,Montana,At or Above Threshold,2019,2019-50,MT
59,NA,NA,0.071,1,1,13,196,14,51,State,All,2019-12-15,2019-12-21,51,3025,state,Montana,At or Above Threshold,2019,2019-51,MT
59,NA,NA,0.07,0.924,0,12,172,12,52,State,All,2019-12-22,2019-12-28,52,3026,state,Montana,At or Above Threshold,2019,2019-52,MT
59,NA,NA,0.07,1,1,15,230,16,1,State,All,2019-12-29,2020-01-04,1,3027,state,Montana,At or Above Threshold,2019,2019-01,MT
59,NA,NA,0.071,1,3,12,211,15,2,State,All,2020-01-05,2020-01-11,2,3028,state,Montana,At or Above Threshold,2020,2020-2,MT
59,NA,NA,0.057,1,0,12,210,12,3,State,All,2020-01-12,2020-01-18,3,3029,state,Montana,At or Above Threshold,2020,2020-3,MT
59,NA,NA,0.035,1,0,7,200,7,4,State,All,2020-01-19,2020-01-25,4,3030,state,Montana,At or Above Threshold,2020,2020-4,MT
59,NA,NA,0.059,1,1,12,221,13,5,State,All,2020-01-26,2020-02-01,5,3031,state,Montana,At or Above Threshold,2020,2020-5,MT
59,NA,NA,0.055,1,2,9,200,11,6,State,All,2020-02-02,2020-02-08,6,3032,state,Montana,At or Above Threshold,2020,2020-6,MT
59,NA,NA,0.063,1,3,9,190,12,7,State,All,2020-02-09,2020-02-15,7,3033,state,Montana,At or Above Threshold,2020,2020-7,MT
59,NA,NA,0.082,1,2,16,220,18,8,State,All,2020-02-16,2020-02-22,8,3034,state,Montana,At or Above Threshold,2020,2020-8,MT
59,NA,NA,0.042,1,1,7,191,8,9,State,All,2020-02-23,2020-02-29,9,3035,state,Montana,At or Above Threshold,2020,2020-9,MT
59,NA,NA,0.1,0.269,2,3,50,5,10,State,All,2020-03-01,2020-03-07,10,3036,state,Montana,At or Above Threshold,2020,2020-10,MT
59,NA,NA,0.06,1,0,19,318,19,40,State,All,2019-09-29,2019-10-05,40,3014,state,Nebraska,At or Above Threshold,2019,2019-40,NE
59,NA,NA,0.065,1,0,23,354,23,41,State,All,2019-10-06,2019-10-12,41,3015,state,Nebraska,At or Above Threshold,2019,2019-41,NE
59,NA,NA,0.078,1,0,25,319,25,42,State,All,2019-10-13,2019-10-19,42,3016,state,Nebraska,At or Above Threshold,2019,2019-42,NE
59,NA,NA,0.096,1,0,33,344,33,43,State,All,2019-10-20,2019-10-26,43,3017,state,Nebraska,At or Above Threshold,2019,2019-43,NE
59,NA,NA,0.054,1,0,17,314,17,44,State,All,2019-10-27,2019-11-02,44,3018,state,Nebraska,At or Above Threshold,2019,2019-44,NE
