seasonid,baseline,threshold,percent_pni,percent_complete,number_influenza,number_pneumonia,all_deaths,total_pni,week,geo_description,age_label,wk_start,wk_end,week_nr,mmwrid,coverage_area,state_name,callout,year,week_yr,state
59,NA,NA,0.051,0.938,0,10,196,10,43,State,All,2019-10-20,2019-10-26,43,3017,state,Hawaii,At or Above Threshold,2019,2019-43,HI
59,NA,NA,0.069,0.971,0,14,203,14,44,State,All,2019-10-27,2019-11-02,44,3018,state,Hawaii,At or Above Threshold,2019,2019-44,HI
59,NA,NA,0.057,1,0,12,212,12,45,State,All,2019-11-03,2019-11-09,45,3019,state,Hawaii,At or Above Threshold,2019,2019-45,HI
59,NA,NA,0.055,0.957,0,11,200,11,46,State,All,2019-11-10,2019-11-16,46,3020,state,Hawaii,At or Above Threshold,2019,2019-46,HI
59,NA,NA,0.049,0.981,0,10,205,10,47,State,All,2019-11-17,2019-11-23,47,3021,state,Hawaii,At or Above Threshold,2019,2019-47,HI
59,NA,NA,0.062,1,0,13,210,13,48,State,All,2019-11-24,2019-11-30,48,3022,state,Hawaii,At or Above Threshold,2019,2019-48,HI
59,NA,NA,0.085,1,1,17,212,18,49,State,All,2019-12-01,2019-12-07,49,3023,state,Hawaii,At or Above Threshold,2019,2019-49,HI
59,NA,NA,0.069,1,0,15,218,15,50,State,All,2019-12-08,2019-12-14,50,3024,state,Hawaii,At or Above Threshold,2019,2019-50,HI
59,NA,NA,0.065,1,0,15,232,15,51,State,All,2019-12-15,2019-12-21,51,3025,state,Hawaii,At or Above Threshold,2019,2019-51,HI
59,NA,NA,0.058,1,2,12,240,14,52,State,All,2019-12-22,2019-12-28,52,3026,state,Hawaii,At or Above Threshold,2019,2019-52,HI
59,NA,NA,0.109,1,1,25,238,26,1,State,All,2019-12-29,2020-01-04,1,3027,state,Hawaii,At or Above Threshold,2019,2019-01,HI
59,NA,NA,0.072,1,1,16,237,17,2,State,All,2020-01-05,2020-01-11,2,3028,state,Hawaii,At or Above Threshold,2020,2020-2,HI
59,NA,NA,0.101,0.995,1,20,208,21,3,State,All,2020-01-12,2020-01-18,3,3029,state,Hawaii,At or Above Threshold,2020,2020-3,HI
59,NA,NA,0.052,1,2,10,232,12,4,State,All,2020-01-19,2020-01-25,4,3030,state,Hawaii,At or Above Threshold,2020,2020-4,HI
59,NA,NA,0.075,1,0,18,241,18,5,State,All,2020-01-26,2020-02-01,5,3031,state,Hawaii,At or Above Threshold,2020,2020-5,HI
59,NA,NA,0.077,1,0,18,234,18,6,State,All,2020-02-02,2020-02-08,6,3032,state,Hawaii,At or Above Threshold,2020,2020-6,HI
59,NA,NA,0.097,1,4,22,269,26,7,State,All,2020-02-09,2020-02-15,7,3033,state,Hawaii,At or Above Threshold,2020,2020-7,HI
59,NA,NA,0.068,1,1,15,237,16,8,State,All,2020-02-16,2020-02-22,8,3034,state,Hawaii,At or Above Threshold,2020,2020-8,HI
59,NA,NA,0.063,1,1,13,224,14,9,State,All,2020-02-23,2020-02-29,9,3035,state,Hawaii,At or Above Threshold,2020,2020-9,HI
59,NA,NA,0.055,0.78,0,9,163,9,10,State,All,2020-03-01,2020-03-07,10,3036,state,Hawaii,At or Above Threshold,2020,2020-10,HI
59,NA,NA,0.033,1,0,9,270,9,40,State,All,2019-09-29,2019-10-05,40,3014,state,Idaho,At or Above Threshold,2019,2019-40,ID
59,NA,NA,0.034,1,0,9,261,9,41,State,All,2019-10-06,2019-10-12,41,3015,state,Idaho,At or Above Threshold,2019,2019-41,ID
59,NA,NA,0.029,1,0,8,277,8,42,State,All,2019-10-13,2019-10-19,42,3016,state,Idaho,At or Above Threshold,2019,2019-42,ID
59,NA,NA,0.079,1,0,21,267,21,43,State,All,2019-10-20,2019-10-26,43,3017,state,Idaho,At or Above Threshold,2019,2019-43,ID
59,NA,NA,0.017,1,0,5,303,5,44,State,All,2019-10-27,2019-11-02,44,3018,state,Idaho,At or Above Threshold,2019,2019-44,ID
59,NA,NA,0.031,1,0,9,288,9,45,State,All,2019-11-03,2019-11-09,45,3019,state,Idaho,At or Above Threshold,2019,2019-45,ID
59,NA,NA,0.045,1,0,13,292,13,46,State,All,2019-11-10,2019-11-16,46,3020,state,Idaho,At or Above Threshold,2019,2019-46,ID
59,NA,NA,0.054,0.966,0,13,242,13,47,State,All,2019-11-17,2019-11-23,47,3021,state,Idaho,At or Above Threshold,2019,2019-47,ID
59,NA,NA,0.032,1,0,9,279,9,48,State,All,2019-11-24,2019-11-30,48,3022,state,Idaho,At or Above Threshold,2019,2019-48,ID
59,NA,NA,0.071,1,2,17,267,19,49,State,All,2019-12-01,2019-12-07,49,3023,state,Idaho,At or Above Threshold,2019,2019-49,ID
59,NA,NA,0.039,1,1,10,285,11,50,State,All,2019-12-08,2019-12-14,50,3024,state,Idaho,At or Above Threshold,2019,2019-50,ID
59,NA,NA,0.058,1,4,14,308,18,51,State,All,2019-12-15,2019-12-21,51,3025,state,Idaho,At or Above Threshold,2019,2019-51,ID
59,NA,NA,0.055,1,2,14,290,16,52,State,All,2019-12-22,2019-12-28,52,3026,state,Idaho,At or Above Threshold,2019,2019-52,ID
59,NA,NA,0.075,1,2,19,279,21,1,State,All,2019-12-29,2020-01-04,1,3027,state,Idaho,At or Above Threshold,2019,2019-01,ID
59,NA,NA,0.066,1,3,16,288,19,2,State,All,2020-01-05,2020-01-11,2,3028,state,Idaho,At or Above Threshold,2020,2020-2,ID
59,NA,NA,0.058,1,1,16,292,17,3,State,All,2020-01-12,2020-01-18,3,3029,state,Idaho,At or Above Threshold,2020,2020-3,ID
59,NA,NA,0.063,1,1,16,272,17,4,State,All,2020-01-19,2020-01-25,4,3030,state,Idaho,At or Above Threshold,2020,2020-4,ID
59,NA,NA,0.051,1,1,12,253,13,5,State,All,2020-01-26,2020-02-01,5,3031,state,Idaho,At or Above Threshold,2020,2020-5,ID
59,NA,NA,0.067,1,2,17,285,19,6,State,All,2020-02-02,2020-02-08,6,3032,state,Idaho,At or Above Threshold,2020,2020-6,ID
59,NA,NA,0.046,1,2,11,281,13,7,State,All,2020-02-09,2020-02-15,7,3033,state,Idaho,At or Above Threshold,2020,2020-7,ID
59,NA,NA,0.069,1,4,18,317,22,8,State,All,2020-02-16,2020-02-22,8,3034,state,Idaho,At or Above Threshold,2020,2020-8,ID
59,NA,NA,0.066,1,2,16,271,18,9,State,All,2020-02-23,2020-02-29,9,3035,state,Idaho,At or Above Threshold,2020,2020-9,ID
59,NA,NA,0.04,0.79,1,7,198,8,10,State,All,2020-03-01,2020-03-07,10,3036,state,Idaho,At or Above Threshold,2020,2020-10,ID
59,NA,NA,0.063,0.992,0,127,2021,127,40,State,All,2019-09-29,2019-10-05,40,3014,state,Illinois,At or Above Threshold,2019,2019-40,IL
59,NA,NA,0.057,1,1,119,2105,120,41,State,All,2019-10-06,2019-10-12,41,3015,state,Illinois,At or Above Threshold,2019,2019-41,IL
59,NA,NA,0.056,1,0,122,2184,122,42,State,All,2019-10-13,2019-10-19,42,3016,state,Illinois,At or Above Threshold,2019,2019-42,IL
59,NA,NA,0.048,1,0,105,2190,105,43,State,All,2019-10-20,2019-10-26,43,3017,state,Illinois,At or Above Threshold,2019,2019-43,IL
59,NA,NA,0.055,1,1,113,2068,114,44,State,All,2019-10-27,2019-11-02,44,3018,state,Illinois,At or Above Threshold,2019,2019-44,IL
59,NA,NA,0.052,1,2,112,2186,114,45,State,All,2019-11-03,2019-11-09,45,3019,state,Illinois,At or Above Threshold,2019,2019-45,IL
59,NA,NA,0.05,1,1,108,2183,109,46,State,All,2019-11-10,2019-11-16,46,3020,state,Illinois,At or Above Threshold,2019,2019-46,IL
59,NA,NA,0.053,1,0,110,2081,110,47,State,All,2019-11-17,2019-11-23,47,3021,state,Illinois,At or Above Threshold,2019,2019-47,IL
59,NA,NA,0.054,1,2,113,2143,115,48,State,All,2019-11-24,2019-11-30,48,3022,state,Illinois,At or Above Threshold,2019,2019-48,IL
59,NA,NA,0.058,1,1,123,2143,124,49,State,All,2019-12-01,2019-12-07,49,3023,state,Illinois,At or Above Threshold,2019,2019-49,IL
59,NA,NA,0.059,1,2,126,2179,128,50,State,All,2019-12-08,2019-12-14,50,3024,state,Illinois,At or Above Threshold,2019,2019-50,IL
59,NA,NA,0.058,1,3,122,2146,125,51,State,All,2019-12-15,2019-12-21,51,3025,state,Illinois,At or Above Threshold,2019,2019-51,IL
59,NA,NA,0.06,1,3,130,2233,133,52,State,All,2019-12-22,2019-12-28,52,3026,state,Illinois,At or Above Threshold,2019,2019-52,IL
59,NA,NA,0.066,1,3,145,2250,148,1,State,All,2019-12-29,2020-01-04,1,3027,state,Illinois,At or Above Threshold,2019,2019-01,IL
59,NA,NA,0.074,1,13,158,2311,171,2,State,All,2020-01-05,2020-01-11,2,3028,state,Illinois,At or Above Threshold,2020,2020-2,IL
59,NA,NA,0.066,1,7,145,2303,152,3,State,All,2020-01-12,2020-01-18,3,3029,state,Illinois,At or Above Threshold,2020,2020-3,IL
59,NA,NA,0.078,1,18,160,2270,178,4,State,All,2020-01-19,2020-01-25,4,3030,state,Illinois,At or Above Threshold,2020,2020-4,IL
59,NA,NA,0.08,1,18,157,2193,175,5,State,All,2020-01-26,2020-02-01,5,3031,state,Illinois,At or Above Threshold,2020,2020-5,IL
59,NA,NA,0.075,1,10,160,2276,170,6,State,All,2020-02-02,2020-02-08,6,3032,state,Illinois,At or Above Threshold,2020,2020-6,IL
59,NA,NA,0.069,1,13,140,2231,153,7,State,All,2020-02-09,2020-02-15,7,3033,state,Illinois,At or Above Threshold,2020,2020-7,IL
59,NA,NA,0.07,1,14,142,2231,156,8,State,All,2020-02-16,2020-02-22,8,3034,state,Illinois,At or Above Threshold,2020,2020-8,IL
59,NA,NA,0.071,1,18,133,2118,151,9,State,All,2020-02-23,2020-02-29,9,3035,state,Illinois,At or Above Threshold,2020,2020-9,IL
59,NA,NA,0.079,0.908,21,125,1850,146,10,State,All,2020-03-01,2020-03-07,10,3036,state,Illinois,At or Above Threshold,2020,2020-10,IL
59,NA,NA,0.056,1,0,68,1205,68,40,State,All,2019-09-29,2019-10-05,40,3014,state,Indiana,At or Above Threshold,2019,2019-40,IN
59,NA,NA,0.063,1,1,77,1231,78,41,State,All,2019-10-06,2019-10-12,41,3015,state,Indiana,At or Above Threshold,2019,2019-41,IN
59,NA,NA,0.058,1,0,73,1254,73,42,State,All,2019-10-13,2019-10-19,42,3016,state,Indiana,At or Above Threshold,2019,2019-42,IN
59,NA,NA,0.058,1,1,72,1266,73,43,State,All,2019-10-20,2019-10-26,43,3017,state,Indiana,At or Above Threshold,2019,2019-43,IN
59,NA,NA,0.056,1,1,73,1317,74,44,State,All,2019-10-27,2019-11-02,44,3018,state,Indiana,At or Above Threshold,2019,2019-44,IN
59,NA,NA,0.045,1,1,56,1262,57,45,State,All,2019-11-03,2019-11-09,45,3019,state,Indiana,At or Above Threshold,2019,2019-45,IN
59,NA,NA,0.065,1,0,83,1269,83,46,State,All,2019-11-10,2019-11-16,46,3020,state,Indiana,At or Above Threshold,2019,2019-46,IN
59,NA,NA,0.048,1,0,63,1309,63,47,State,All,2019-11-17,2019-11-23,47,3021,state,Indiana,At or Above Threshold,2019,2019-47,IN
59,NA,NA,0.059,1,1,75,1298,76,48,State,All,2019-11-24,2019-11-30,48,3022,state,Indiana,At or Above Threshold,2019,2019-48,IN
59,NA,NA,0.064,1,1,83,1319,84,49,State,All,2019-12-01,2019-12-07,49,3023,state,Indiana,At or Above Threshold,2019,2019-49,IN
59,NA,NA,0.065,1,2,83,1299,85,50,State,All,2019-12-08,2019-12-14,50,3024,state,Indiana,At or Above Threshold,2019,2019-50,IN
59,NA,NA,0.071,1,4,95,1400,99,51,State,All,2019-12-15,2019-12-21,51,3025,state,Indiana,At or Above Threshold,2019,2019-51,IN
59,NA,NA,0.076,1,5,93,1293,98,52,State,All,2019-12-22,2019-12-28,52,3026,state,Indiana,At or Above Threshold,2019,2019-52,IN
59,NA,NA,0.092,1,13,118,1429,131,1,State,All,2019-12-29,2020-01-04,1,3027,state,Indiana,At or Above Threshold,2019,2019-01,IN
59,NA,NA,0.088,1,13,107,1367,120,2,State,All,2020-01-05,2020-01-11,2,3028,state,Indiana,At or Above Threshold,2020,2020-2,IN
59,NA,NA,0.079,1,6,101,1352,107,3,State,All,2020-01-12,2020-01-18,3,3029,state,Indiana,At or Above Threshold,2020,2020-3,IN
59,NA,NA,0.074,1,6,95,1366,101,4,State,All,2020-01-19,2020-01-25,4,3030,state,Indiana,At or Above Threshold,2020,2020-4,IN
59,NA,NA,0.076,1,7,93,1321,100,5,State,All,2020-01-26,2020-02-01,5,3031,state,Indiana,At or Above Threshold,2020,2020-5,IN
59,NA,NA,0.087,1,11,99,1267,110,6,State,All,2020-02-02,2020-02-08,6,3032,state,Indiana,At or Above Threshold,2020,2020-6,IN
59,NA,NA,0.071,1,9,83,1300,92,7,State,All,2020-02-09,2020-02-15,7,3033,state,Indiana,At or Above Threshold,2020,2020-7,IN
59,NA,NA,0.085,1,10,94,1228,104,8,State,All,2020-02-16,2020-02-22,8,3034,state,Indiana,At or Above Threshold,2020,2020-8,IN
59,NA,NA,0.087,0.935,11,87,1122,98,9,State,All,2020-02-23,2020-02-29,9,3035,state,Indiana,At or Above Threshold,2020,2020-9,IN
59,NA,NA,0.078,0.522,5,44,626,49,10,State,All,2020-03-01,2020-03-07,10,3036,state,Indiana,At or Above Threshold,2020,2020-10,IN
59,NA,NA,0.052,1,1,31,616,32,40,State,All,2019-09-29,2019-10-05,40,3014,state,Iowa,At or Above Threshold,2019,2019-40,IA
59,NA,NA,0.064,1,0,38,590,38,41,State,All,2019-10-06,2019-10-12,41,3015,state,Iowa,At or Above Threshold,2019,2019-41,IA
59,NA,NA,0.065,1,0,39,601,39,42,State,All,2019-10-13,2019-10-19,42,3016,state,Iowa,At or Above Threshold,2019,2019-42,IA
59,NA,NA,0.063,1,1,37,606,38,43,State,All,2019-10-20,2019-10-26,43,3017,state,Iowa,At or Above Threshold,2019,2019-43,IA
59,NA,NA,0.05,1,0,31,615,31,44,State,All,2019-10-27,2019-11-02,44,3018,state,Iowa,At or Above Threshold,2019,2019-44,IA
59,NA,NA,0.06,1,1,35,602,36,45,State,All,2019-11-03,2019-11-09,45,3019,state,Iowa,At or Above Threshold,2019,2019-45,IA
59,NA,NA,0.06,1,2,35,619,37,46,State,All,2019-11-10,2019-11-16,46,3020,state,Iowa,At or Above Threshold,2019,2019-46,IA
59,NA,NA,0.069,1,0,44,638,44,47,State,All,2019-11-17,2019-11-23,47,3021,state,Iowa,At or Above Threshold,2019,2019-47,IA
59,NA,NA,0.072,0.987,0,40,558,40,48,State,All,2019-11-24,2019-11-30,48,3022,state,Iowa,At or Above Threshold,2019,2019-48,IA
59,NA,NA,0.057,1,3,34,648,37,49,State,All,2019-12-01,2019-12-07,49,3023,state,Iowa,At or Above Threshold,2019,2019-49,IA
59,NA,NA,0.076,1,4,42,609,46,50,State,All,2019-12-08,2019-12-14,50,3024,state,Iowa,At or Above Threshold,2019,2019-50,IA
59,NA,NA,0.058,1,1,36,634,37,51,State,All,2019-12-15,2019-12-21,51,3025,state,Iowa,At or Above Threshold,2019,2019-51,IA
59,NA,NA,0.058,1,1,36,641,37,52,State,All,2019-12-22,2019-12-28,52,3026,state,Iowa,At or Above Threshold,2019,2019-52,IA
59,NA,NA,0.058,1,3,35,660,38,1,State,All,2019-12-29,2020-01-04,1,3027,state,Iowa,At or Above Threshold,2019,2019-01,IA
59,NA,NA,0.076,1,1,48,646,49,2,State,All,2020-01-05,2020-01-11,2,3028,state,Iowa,At or Above Threshold,2020,2020-2,IA
59,NA,NA,0.085,1,1,52,625,53,3,State,All,2020-01-12,2020-01-18,3,3029,state,Iowa,At or Above Threshold,2020,2020-3,IA
59,NA,NA,0.104,1,5,60,627,65,4,State,All,2020-01-19,2020-01-25,4,3030,state,Iowa,At or Above Threshold,2020,2020-4,IA
59,NA,NA,0.092,1,2,54,609,56,5,State,All,2020-01-26,2020-02-01,5,3031,state,Iowa,At or Above Threshold,2020,2020-5,IA
59,NA,NA,0.071,1,3,41,622,44,6,State,All,2020-02-02,2020-02-08,6,3032,state,Iowa,At or Above Threshold,2020,2020-6,IA
59,NA,NA,0.076,1,6,38,580,44,7,State,All,2020-02-09,2020-02-15,7,3033,state,Iowa,At or Above Threshold,2020,2020-7,IA
59,NA,NA,0.085,1,6,45,601,51,8,State,All,2020-02-16,2020-02-22,8,3034,state,Iowa,At or Above Threshold,2020,2020-8,IA
59,NA,NA,0.066,1,8,30,574,38,9,State,All,2020-02-23,2020-02-29,9,3035,state,Iowa,At or Above Threshold,2020,2020-9,IA
59,NA,NA,0.094,0.806,10,33,456,43,10,State,All,2020-03-01,2020-03-07,10,3036,state,Iowa,At or Above Threshold,2020,2020-10,IA
59,NA,NA,0.043,1,0,22,508,22,40,State,All,2019-09-29,2019-10-05,40,3014,state,Kansas,At or Above Threshold,2019,2019-40,KS
59,NA,NA,0.042,1,0,21,503,21,41,State,All,2019-10-06,2019-10-12,41,3015,state,Kansas,At or Above Threshold,2019,2019-41,KS
59,NA,NA,0.053,1,0,28,526,28,42,State,All,2019-10-13,2019-10-19,42,3016,state,Kansas,At or Above Threshold,2019,2019-42,KS
59,NA,NA,0.038,1,0,21,553,21,43,State,All,2019-10-20,2019-10-26,43,3017,state,Kansas,At or Above Threshold,2019,2019-43,KS
59,NA,NA,0.049,1,1,24,512,25,44,State,All,2019-10-27,2019-11-02,44,3018,state,Kansas,At or Above Threshold,2019,2019-44,KS
59,NA,NA,0.039,1,0,21,537,21,45,State,All,2019-11-03,2019-11-09,45,3019,state,Kansas,At or Above Threshold,2019,2019-45,KS
59,NA,NA,0.048,1,0,26,542,26,46,State,All,2019-11-10,2019-11-16,46,3020,state,Kansas,At or Above Threshold,2019,2019-46,KS
59,NA,NA,0.05,1,0,28,563,28,47,State,All,2019-11-17,2019-11-23,47,3021,state,Kansas,At or Above Threshold,2019,2019-47,KS
59,NA,NA,0.061,0.952,0,29,478,29,48,State,All,2019-11-24,2019-11-30,48,3022,state,Kansas,At or Above Threshold,2019,2019-48,KS
59,NA,NA,0.076,1,2,40,552,42,49,State,All,2019-12-01,2019-12-07,49,3023,state,Kansas,At or Above Threshold,2019,2019-49,KS
59,NA,NA,0.067,1,1,38,586,39,50,State,All,2019-12-08,2019-12-14,50,3024,state,Kansas,At or Above Threshold,2019,2019-50,KS
59,NA,NA,0.065,1,0,35,541,35,51,State,All,2019-12-15,2019-12-21,51,3025,state,Kansas,At or Above Threshold,2019,2019-51,KS
59,NA,NA,0.082,1,2,46,585,48,52,State,All,2019-12-22,2019-12-28,52,3026,state,Kansas,At or Above Threshold,2019,2019-52,KS
59,NA,NA,0.097,1,9,49,598,58,1,State,All,2019-12-29,2020-01-04,1,3027,state,Kansas,At or Above Threshold,2019,2019-01,KS
59,NA,NA,0.076,1,5,39,577,44,2,State,All,2020-01-05,2020-01-11,2,3028,state,Kansas,At or Above Threshold,2020,2020-2,KS
59,NA,NA,0.08,1,8,39,588,47,3,State,All,2020-01-12,2020-01-18,3,3029,state,Kansas,At or Above Threshold,2020,2020-3,KS
59,NA,NA,0.099,1,10,47,574,57,4,State,All,2020-01-19,2020-01-25,4,3030,state,Kansas,At or Above Threshold,2020,2020-4,KS
59,NA,NA,0.081,1,8,37,554,45,5,State,All,2020-01-26,2020-02-01,5,3031,state,Kansas,At or Above Threshold,2020,2020-5,KS
59,NA,NA,0.068,1,8,27,511,35,6,State,All,2020-02-02,2020-02-08,6,3032,state,Kansas,At or Above Threshold,2020,2020-6,KS
59,NA,NA,0.074,1,6,36,571,42,7,State,All,2020-02-09,2020-02-15,7,3033,state,Kansas,At or Above Threshold,2020,2020-7,KS
59,NA,NA,0.085,1,9,39,563,48,8,State,All,2020-02-16,2020-02-22,8,3034,state,Kansas,At or Above Threshold,2020,2020-8,KS
59,NA,NA,0.084,1,13,30,514,43,9,State,All,2020-02-23,2020-02-29,9,3035,state,Kansas,At or Above Threshold,2020,2020-9,KS
59,NA,NA,0.077,0.926,10,26,465,36,10,State,All,2020-03-01,2020-03-07,10,3036,state,Kansas,At or Above Threshold,2020,2020-10,KS
59,NA,NA,0.058,0.99,0,51,876,51,40,State,All,2019-09-29,2019-10-05,40,3014,state,Kentucky,At or Above Threshold,2019,2019-40,KY
59,NA,NA,0.061,1,0,56,924,56,41,State,All,2019-10-06,2019-10-12,41,3015,state,Kentucky,At or Above Threshold,2019,2019-41,KY
59,NA,NA,0.081,1,0,80,982,80,42,State,All,2019-10-13,2019-10-19,42,3016,state,Kentucky,At or Above Threshold,2019,2019-42,KY
59,NA,NA,0.071,1,0,66,929,66,43,State,All,2019-10-20,2019-10-26,43,3017,state,Kentucky,At or Above Threshold,2019,2019-43,KY
59,NA,NA,0.071,1,0,64,901,64,44,State,All,2019-10-27,2019-11-02,44,3018,state,Kentucky,At or Above Threshold,2019,2019-44,KY
59,NA,NA,0.071,0.981,2,60,868,62,45,State,All,2019-11-03,2019-11-09,45,3019,state,Kentucky,At or Above Threshold,2019,2019-45,KY
59,NA,NA,0.069,1,0,66,950,66,46,State,All,2019-11-10,2019-11-16,46,3020,state,Kentucky,At or Above Threshold,2019,2019-46,KY
59,NA,NA,0.078,1,0,78,1003,78,47,State,All,2019-11-17,2019-11-23,47,3021,state,Kentucky,At or Above Threshold,2019,2019-47,KY
59,NA,NA,0.064,1,0,60,941,60,48,State,All,2019-11-24,2019-11-30,48,3022,state,Kentucky,At or Above Threshold,2019,2019-48,KY
59,NA,NA,0.092,1,5,82,942,87,49,State,All,2019-12-01,2019-12-07,49,3023,state,Kentucky,At or Above Threshold,2019,2019-49,KY
59,NA,NA,0.091,1,4,83,958,87,50,State,All,2019-12-08,2019-12-14,50,3024,state,Kentucky,At or Above Threshold,2019,2019-50,KY
59,NA,NA,0.068,1,4,63,985,67,51,State,All,2019-12-15,2019-12-21,51,3025,state,Kentucky,At or Above Threshold,2019,2019-51,KY
59,NA,NA,0.075,1,5,75,1063,80,52,State,All,2019-12-22,2019-12-28,52,3026,state,Kentucky,At or Above Threshold,2019,2019-52,KY
59,NA,NA,0.095,1,10,91,1064,101,1,State,All,2019-12-29,2020-01-04,1,3027,state,Kentucky,At or Above Threshold,2019,2019-01,KY
59,NA,NA,0.098,1,4,97,1032,101,2,State,All,2020-01-05,2020-01-11,2,3028,state,Kentucky,At or Above Threshold,2020,2020-2,KY
59,NA,NA,0.109,1,15,95,1012,110,3,State,All,2020-01-12,2020-01-18,3,3029,state,Kentucky,At or Above Threshold,2020,2020-3,KY
59,NA,NA,0.083,1,8,67,904,75,4,State,All,2020-01-19,2020-01-25,4,3030,state,Kentucky,At or Above Threshold,2020,2020-4,KY
59,NA,NA,0.103,1,8,88,934,96,5,State,All,2020-01-26,2020-02-01,5,3031,state,Kentucky,At or Above Threshold,2020,2020-5,KY
59,NA,NA,0.106,0.967,11,80,856,91,6,State,All,2020-02-02,2020-02-08,6,3032,state,Kentucky,At or Above Threshold,2020,2020-6,KY
59,NA,NA,0.084,0.92,7,61,814,68,7,State,All,2020-02-09,2020-02-15,7,3033,state,Kentucky,At or Above Threshold,2020,2020-7,KY
59,NA,NA,0.089,0.886,5,65,784,70,8,State,All,2020-02-16,2020-02-22,8,3034,state,Kentucky,At or Above Threshold,2020,2020-8,KY
59,NA,NA,0.097,0.724,7,55,641,62,9,State,All,2020-02-23,2020-02-29,9,3035,state,Kentucky,At or Above Threshold,2020,2020-9,KY
59,NA,NA,0.058,0.367,1,18,325,19,10,State,All,2020-03-01,2020-03-07,10,3036,state,Kentucky,At or Above Threshold,2020,2020-10,KY
59,NA,NA,0.043,0.943,1,33,797,34,40,State,All,2019-09-29,2019-10-05,40,3014,state,Louisiana,At or Above Threshold,2019,2019-40,LA
59,NA,NA,0.04,1,1,34,869,35,41,State,All,2019-10-06,2019-10-12,41,3015,state,Louisiana,At or Above Threshold,2019,2019-41,LA
59,NA,NA,0.04,1,0,36,899,36,42,State,All,2019-10-13,2019-10-19,42,3016,state,Louisiana,At or Above Threshold,2019,2019-42,LA
59,NA,NA,0.037,1,0,32,858,32,43,State,All,2019-10-20,2019-10-26,43,3017,state,Louisiana,At or Above Threshold,2019,2019-43,LA
59,NA,NA,0.049,0.952,1,38,804,39,44,State,All,2019-10-27,2019-11-02,44,3018,state,Louisiana,At or Above Threshold,2019,2019-44,LA
59,NA,NA,0.037,1,1,34,955,35,45,State,All,2019-11-03,2019-11-09,45,3019,state,Louisiana,At or Above Threshold,2019,2019-45,LA
59,NA,NA,0.043,1,1,39,931,40,46,State,All,2019-11-10,2019-11-16,46,3020,state,Louisiana,At or Above Threshold,2019,2019-46,LA
59,NA,NA,0.037,1,1,32,887,33,47,State,All,2019-11-17,2019-11-23,47,3021,state,Louisiana,At or Above Threshold,2019,2019-47,LA
59,NA,NA,0.056,1,1,48,881,49,48,State,All,2019-11-24,2019-11-30,48,3022,state,Louisiana,At or Above Threshold,2019,2019-48,LA
59,NA,NA,0.034,1,1,32,972,33,49,State,All,2019-12-01,2019-12-07,49,3023,state,Louisiana,At or Above Threshold,2019,2019-49,LA
59,NA,NA,0.042,1,1,36,890,37,50,State,All,2019-12-08,2019-12-14,50,3024,state,Louisiana,At or Above Threshold,2019,2019-50,LA
59,NA,NA,0.04,1,0,38,961,38,51,State,All,2019-12-15,2019-12-21,51,3025,state,Louisiana,At or Above Threshold,2019,2019-51,LA
59,NA,NA,0.044,1,2,36,873,38,52,State,All,2019-12-22,2019-12-28,52,3026,state,Louisiana,At or Above Threshold,2019,2019-52,LA
59,NA,NA,0.062,1,3,53,907,56,1,State,All,2019-12-29,2020-01-04,1,3027,state,Louisiana,At or Above Threshold,2019,2019-01,LA
59,NA,NA,0.067,1,5,56,905,61,2,State,All,2020-01-05,2020-01-11,2,3028,state,Louisiana,At or Above Threshold,2020,2020-2,LA
59,NA,NA,0.053,1,4,44,900,48,3,State,All,2020-01-12,2020-01-18,3,3029,state,Louisiana,At or Above Threshold,2020,2020-3,LA
59,NA,NA,0.053,1,3,44,885,47,4,State,All,2020-01-19,2020-01-25,4,3030,state,Louisiana,At or Above Threshold,2020,2020-4,LA
59,NA,NA,0.046,1,3,37,876,40,5,State,All,2020-01-26,2020-02-01,5,3031,state,Louisiana,At or Above Threshold,2020,2020-5,LA
59,NA,NA,0.046,0.958,6,31,809,37,6,State,All,2020-02-02,2020-02-08,6,3032,state,Louisiana,At or Above Threshold,2020,2020-6,LA
59,NA,NA,0.05,0.898,6,32,759,38,7,State,All,2020-02-09,2020-02-15,7,3033,state,Louisiana,At or Above Threshold,2020,2020-7,LA
59,NA,NA,0.043,0.772,6,22,652,28,8,State,All,2020-02-16,2020-02-22,8,3034,state,Louisiana,At or Above Threshold,2020,2020-8,LA
59,NA,NA,0.035,0.672,5,15,568,20,9,State,All,2020-02-23,2020-02-29,9,3035,state,Louisiana,At or Above Threshold,2020,2020-9,LA
59,NA,NA,0.03,0.475,0,12,401,12,10,State,All,2020-03-01,2020-03-07,10,3036,state,Louisiana,At or Above Threshold,2020,2020-10,LA
59,NA,NA,0.077,1,0,21,271,21,40,State,All,2019-09-29,2019-10-05,40,3014,state,Maine,At or Above Threshold,2019,2019-40,ME
59,NA,NA,0.092,1,0,25,273,25,41,State,All,2019-10-06,2019-10-12,41,3015,state,Maine,At or Above Threshold,2019,2019-41,ME
59,NA,NA,0.086,1,0,24,279,24,42,State,All,2019-10-13,2019-10-19,42,3016,state,Maine,At or Above Threshold,2019,2019-42,ME
59,NA,NA,0.062,1,0,19,305,19,43,State,All,2019-10-20,2019-10-26,43,3017,state,Maine,At or Above Threshold,2019,2019-43,ME
